"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-07-31,"85308","AZ","Phoenix","Maricopa","Glendale",129,1464,-0.00272479564032698,-0.0094722598105548,0.00411522633744856,20568
2018-07-31,"11211","NY","New York","Kings","New York",130,2719,-0.00256786500366838,-0.0112727272727273,-0.106473874465988,582
2018-07-31,"17603","PA","Lancaster","Lancaster","Lancaster",131,1175,0.000851788756388416,-0.000850340136054422,0.0138050043140638,17319
2018-07-31,"93722","CA","Fresno","Fresno","Fresno",132,1351,0,0,0.0408320493066256,19664
2018-07-31,"80134","CO","Denver","Douglas","Parker",133,2496,0.000400801603206413,0.0060459492140266,0.0171149144254279,18422
2018-07-31,"48180","MI","Detroit","Wayne","Taylor",134,987,-0.00403632694248234,-0.0100300902708124,0.00817160367722165,21610
2018-07-31,"85281","AZ","Phoenix","Maricopa","Tempe",135,1398,-0.00356379187455453,-0.00214132762312634,-0.00214132762312634,6126
2018-07-31,"78577","TX","McAllen","Hidalgo","Pharr",136,891,-0.00112107623318386,-0.00335570469798658,-0.0439914163090129,15087
2018-07-31,"94533","CA","Vallejo","Solano","Fairfield",137,1991,0.00100553041729512,0.00810126582278481,0.021549512570549,15909
2018-07-31,"15601","PA","Pittsburgh","Westmoreland","Greensburg",138,982,0,0.00511770726714432,0.0708833151581243,18495
2018-07-31,"95608","CA","Sacramento","Sacramento","Carmichael",139,1891,0,0,0.0407264722069345,15658
2018-07-31,"43055","OH","Columbus","Licking","Newark",140,1032,0.015748031496063,0.0967056323060574,0.219858156028369,18322
2018-07-31,"43081","OH","Columbus","Franklin","Westerville",141,1642,0,0.00244200244200244,-0.0114388922335942,15306
2018-07-31,"44060","OH","Cleveland","Lake","Mentor",142,1337,-0.000747384155455904,-0.00594795539033457,-0.0346570397111913,20125
2018-07-31,"80013","CO","Denver","Arapahoe","Aurora",143,1953,0.00102511532547412,0.00462962962962963,0.0300632911392405,19900
2018-07-31,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",144,1848,-0.000540832882639265,-0.000540832882639265,0.0226895406751522,20631
2018-07-31,"20906","MD","Washington","Montgomery","Silver Spring",145,2191,0,-0.000456204379562044,-0.00454338936846888,10366
2018-07-31,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",146,1690,-0.00177200236266982,-0.00177200236266982,0.00835322195704057,5238
2018-07-31,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",147,4573,-0.00196420776953296,-0.00522079617141614,-0.00174634359310194,9909
2018-07-31,"43123","OH","Columbus","Franklin","Grove City",148,1394,0,0,0.00577200577200577,18639
2018-07-31,"97229","OR","Portland","Multnomah","Portland",149,2344,-0.000852514919011083,-0.00340136054421769,-0.0687326181962654,18280
2018-07-31,"76028","TX","Dallas-Fort Worth","Johnson","Burleson",150,1566,0,0.00513478818998716,0.006426735218509,21132
2018-07-31,"91709","CA","Riverside","San Bernardino","Chino Hills",151,3188,0.00314663310258024,0.00949968334388854,0.02508038585209,19559
2018-07-31,"11385","NY","New York","Queens","New York",152,2209,-0.00315884476534296,-0.0116331096196868,-0.0486649440137812,3060
2018-07-31,"85364","AZ","Yuma","Yuma","Yuma",153,889,0,0,0,15909
2018-07-31,"11373","NY","New York","Queens","New York",154,2299,-0.00217013888888889,-0.0133047210300429,-0.0608660130718954,1826
2018-07-31,"14850","NY","Ithaca","Tompkins","Ithaca",155,1899,0.00211081794195251,0.0160513643659711,0.11443661971831,9966
2018-07-31,"65807","MO","Springfield","Greene","Springfield",156,832,0.00240963855421687,0.00483091787439614,0.0146341463414634,16138
2018-07-31,"98012","WA","Seattle","Snohomish","Bothell",157,2390,0,0.000418585182084554,-0.0148392415498763,16327
2018-07-31,"77459","TX","Houston","Fort Bend","Missouri City",158,1838,-0.00162954915806627,-0.00755939524838013,-0.015005359056806,21712
2018-07-31,"92677","CA","Los Angeles-Long Beach-Anaheim","Orange","Laguna Niguel",159,3567,-0.00279563880346659,-0.0110895481009149,-0.047021106064654,16673
2018-07-31,"95823","CA","Sacramento","Sacramento","Sacramento",160,1545,0,0.000647668393782384,0.0589444825222755,14927
2018-07-31,"44256","OH","Cleveland","Medina","Medina",161,1499,-0.00133244503664224,-0.0228161668839635,-0.0926150121065375,19760
2018-07-31,"02148","MA","Boston","Middlesex","Malden",162,2439,-0.00040983606557377,-0.00040983606557377,0.0128737541528239,5944
2018-07-31,"60620","IL","Chicago","Cook","Chicago",163,1393,0,0.00215827338129496,0.00942028985507246,14213
2018-07-31,"10028","NY","New York","New York","New York",164,3430,-0.00348634514816967,-0.00924321201617562,-0.0261215218625781,922
2018-07-31,"27410","NC",,"Guilford","Greensboro",165,1535,0,-0.00453955901426719,-0.00453955901426719,14409
2018-07-31,"45011","OH","Cincinnati","Butler","Hamilton",166,1543,-0.000647668393782384,-0.00129449838187702,-0.0019404915912031,20302
2018-07-31,"76063","TX","Dallas-Fort Worth","Tarrant","Mansfield",167,1837,-0.00217273221075502,-0.00487540628385699,-0.0213106020245072,18490
2018-07-31,"33647","FL","Tampa","Hillsborough","Tampa",168,1934,-0.000516795865633075,0.00207253886010363,-0.013265306122449,15189
2018-07-31,"92804","CA","Los Angeles-Long Beach-Anaheim","Orange","Anaheim",169,2673,0,0.00074878322725571,0.00944108761329305,11513
2018-07-31,"11238","NY","New York","Kings","New York",170,2657,-0.00262762762762763,-0.0119003346969134,-0.0594690265486726,791
2018-07-31,"60634","IL","Chicago","Cook","Chicago",171,1796,-0.00111234705228031,-0.000556483027267668,-0.0110132158590308,16941
2018-07-31,"08753","NJ","New York","Ocean","Toms River",172,1857,-0.00535618639528656,-0.0216016859852476,-0.0432766615146832,22826
2018-07-31,"06902","CT","Stamford","Fairfield","Stamford",173,3099,0.0029126213592233,0.0081327260897853,-0.010536398467433,5961
2018-07-31,"65203","MO","Columbia","Boone","Columbia",174,1251,-0.00635424940428912,-0.0272161741835148,-0.0801470588235294,15943
2018-07-31,"47906","IN","Lafayette-West Lafayette","Tippecanoe","West Lafayette",175,1297,-0.00230769230769231,-0.0159332321699545,-0.0313666915608663,11197
2018-07-31,"98103","WA","Seattle","King","Seattle",176,2769,-0.00288080662585524,-0.00859291084854995,-0.0661045531197302,10834
2018-07-31,"92345","CA","Riverside","San Bernardino","Hesperia",177,1342,0,0.000745712155108128,0.0338983050847458,21008
2018-07-31,"75228","TX","Dallas-Fort Worth","Dallas","Dallas",178,1435,0,0,0.0413642960812772,14499
2018-07-31,"92126","CA","San Diego","San Diego","San Diego",179,2597,0.00154261473197069,0.00697944939899186,0.0101127965772073,13354
2018-07-31,"90019","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",180,3785,-0.000528122524425667,-0.00368518031060805,0.0268583830710798,5097
2018-07-31,"43130","OH","Columbus","Fairfield","Lancaster",181,1039,0,0,-0.0216572504708098,17945
2018-07-31,"27406","NC",,"Guilford","Greensboro",182,930,0.0021551724137931,0.0141766630316249,0.0186199342825849,20556
2018-07-31,"60016","IL","Chicago","Cook","Des Plaines",183,1847,-0.00269978401727862,-0.0180754917597023,-0.0258438818565401,9745
2018-07-31,"46307","IN","Chicago","Lake","Crown Point",184,1499,0,-0.00133244503664224,-0.0378690629011553,27633
2018-07-31,"76244","TX","Dallas-Fort Worth","Tarrant","Fort Worth",185,1749,0,0,-0.0124223602484472,20123
2018-07-31,"28314","NC","Fayetteville","Cumberland","Fayetteville",186,887,0.00225988700564972,0.010250569476082,0.00339366515837104,7636
2018-07-31,"27610","NC","Raleigh","Wake","Raleigh",187,1249,0,-0.0008,0.00321285140562249,20509
2018-07-31,"89121","NV","Las Vegas","Clark","Las Vegas",188,1249,0,0,0.0305280528052805,10554
2018-07-31,"29732","SC","Charlotte","York","Rock Hill",189,1301,-0.00306513409961686,-0.0128983308042489,-0.0195930670685757,19280
2018-07-31,"75056","TX","Dallas-Fort Worth","Denton","The Colony",190,1792,0,-0.00111482720178372,0.0112866817155756,15135
2018-07-31,"30040","GA","Atlanta","Forsyth","Cumming",191,1696,-0.000589275191514437,0.000589970501474926,0.0186186186186186,19216
2018-07-31,"30188","GA","Atlanta","Cherokee","Woodstock",192,1491,0,0,0.0129076086956522,20497
