"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-07-31,"16038","PA","Pittsburgh","Butler","Marion",13082,994,-0.0099601593625498,-0.0460652591170825,-0.0770659238625813,570
2018-07-31,"56358","MN",,"Kanabec","Ogilvie",13083,1309,0.00153022188217292,0.00460475825019187,0.0108108108108108,996
2018-07-31,"20763","MD","Baltimore","Howard","Savage",13084,2040,0,0,-0.0234561991383437,406
2018-07-31,"37134","TN",,"Humphreys","New Johnsonville",13085,929,0.00978260869565217,0.0265193370165746,0.0438202247191011,1213
2018-07-31,"98340","WA","Bremerton","Kitsap","Hansville",13086,1941,-0.00102933607822954,-0.00614439324116743,-0.0201918223119637,1354
2018-07-31,"12543","NY","New York","Orange","Maybrook",13087,1546,0.00194426441996111,0.0038961038961039,0.0361930294906166,748
2018-07-31,"32564","FL","Crestview-Fort Walton Beach-Destin","Okaloosa","Holt",13088,1088,0.00647548566142461,0.0254476908576814,0.0522243713733075,603
2018-07-31,"85539","AZ","Payson","Gila","Miami",13089,1092,-0.00273972602739726,0.00275482093663912,0.0419847328244275,1339
2018-07-31,"04008","ME","Portland","Sagadahoc","Bowdoinham",13090,1299,0,-0.00153727901614143,-0.0173978819969743,957
2018-07-31,"54767","WI","Minneapolis-St Paul","Pierce","Spring Valley",13091,1094,-0.00091324200913242,-0.00995475113122172,-0.042031523642732,905
2018-07-31,"26588","WV","Fairmont","Marion","Rivesville",13092,885,0.0068259385665529,0.030267753201397,0.0548271752085816,681
2018-07-31,"27839","NC","Roanoke Rapids","Halifax","Halifax",13093,794,-0.00251256281407035,-0.00251256281407035,0.00506329113924051,404
2018-07-31,"33827","FL","Lakeland","Polk","Babson Park",13094,1187,0.00168776371308017,0.00338123415046492,0.013663535439795,992
2018-07-31,"80643","CO","Greeley","Weld","Keenesburg",13095,1696,0.00118063754427391,0.00236406619385343,0.0443349753694581,725
2018-07-31,"04428","ME","Bangor","Penobscot","Clifton",13096,1310,-0.00606980273141123,0.0131477184841454,-0.0689410092395167,589
2018-07-31,"18250","PA","Allentown","Carbon","Summit Hill",13097,907,0.00331858407079646,-0.00110132158590308,0.0595794392523364,689
2018-07-31,"76664","TX","Waco","McLennan","Mart",13098,917,0.00109170305676856,0.00218579234972678,-0.0118534482758621,1028
2018-07-31,"05033","VT","Claremont","Orange","Bradford",13099,1369,-0.00653120464441219,-0.0179340028694405,-0.0668029993183367,795
2018-07-31,"29080","SC","Sumter","Sumter","Lynchburg",13100,819,0.00738007380073801,0.0380228136882129,0.02375,1072
2018-07-31,"46071","IN","Indianapolis","Boone","Thorntown",13101,1240,0.000807102502017756,0.00813008130081301,0.0197368421052632,1150
