"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07"
"10003","New York","NY","New York","New York",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600,6500,6450,6495,6450,6395,6195,6083,6497.5,6495,6800,6495,6682,6500,6500,6495,6425
"77429","Cypress","TX","Houston","Harris",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.5,1750,1797.5,1800,1810,1950,1995,1985,1899.5,1847.5,1822,1825,1799,1799,1899,1850,1897.5,1912,1987.5,1800,1925,1900,1897,1850,1800,1800,1800,1862.5,1950,1750,1900,1824.5,1857.5,1850,1797.5,1837.5,1850,1812.5,1800,1845,1830,1850,1800,1797.5,1800,1900,1925,1812.5,1850,1895,1900,1950,1895
"11206","New York","NY","New York","Kings",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,3929,3833,3750,3650,3750,3549.5,3600,3600,3597,3500,3399,3400,3550,3914.5,3800,3600,3950,4000,3800,3800,3800,3850,3799,3825,3800,3799,3895,3800,3800,3800,3800,3800,3910,3990,4100,4100,3820,4100,3600,3895,3999,4125,4100,3799,4200,4190,3995,3850,3800,3875,3850,3850,3795,3700,3749.5,3799.5,3799,3802,3750,3924.5,3999.5
"60613","Chicago","IL","Chicago","Cook",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2995,3122.5,3200,3195,2995,2945,2845,2800,2800,2800,2745,2995,3000,3100,3055,3055,3000
"77479","Sugar Land","TX","Houston","Fort Bend",17,,,,,,,,,,,,,,,,,,,,,,2190,2275,2300,2175,2400,2300,2300,2450,2400,2450,2300,2425,2200,2450,2500,2500,2425,2400,2375,2490,2450,2300,2250,2197.5,2200,2075,2375,2400,2350,2400,2600,2500,2500,2450,2500,2500,2500,2500,2488,2400,2400,2488,2497.5,2500,2425,2350,2450,2500,2475,2300,2250,2200,2200,2272.5,2300,2325,2400,2350,2300,2300,2250,2350,2400,2400,2400,2400,2395,2300,2300,2300
"30044","Lawrenceville","GA","Atlanta","Gwinnett",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.5,1545,1600,1577,1600,1600,1599,1535,1597.5,1675,1650,1572.5,1586,1550,1550,1650,1600,1600,1647.5
"77433","Cypress","TX","Houston","Harris",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,1850,2000,1995,1875,1850,1875,1900,1899.5,1850,1887.5,1850,1900,1950,1950,2000,2000,1987.5,2000,1950,1900,1950,1912.5
"30043","Lawrenceville","GA","Atlanta","Gwinnett",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.5,1569,1550,1559,1595,1620,1600,1602.5,1595,1595,1587.5,1600,1595,1595,1597.5,1675,1650,1650,1700,1701
"75034","Frisco","TX","Dallas-Fort Worth","Collin",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2450,2425,2450,2587,2487,2495,2395,2650,2450,2590,2750,2950,2925,2900,2650,2850,2950,2950
"28277","Charlotte","NC","Charlotte","Mecklenburg",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,2125,2097.5,2112.5,2187,2195,2157.5,2125,2100,2075,2022.5,2100,2095,2047.5,2100,2195,2100,2100
"77077","Houston","TX","Houston","Harris",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2395,2750,2600,2775,2500,2500,2500,2490,2395,2650,2600,2650,2700,2800,2750,2712.5,2700,2800
"98052","Redmond","WA","Seattle","King",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3287.5,3250,3125,3150,3000,2995,2925,3100,3175,3175,3495,3395,3467.5,3400
"77379","Tomball","TX","Houston","Harris",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1897.5,1850,1897.5,1810,1895,1750,1750,1787.5,1800,1787.5,1800,1770,1750,1750,1837.5,1895,1995,1879,1829.5,1859,1859,1895,1925,1925,1959,1954,1954.5,1950,1997,1862.5,1895,1775,1795,1950,1895,1895,1897.5,1800,1995,1727.5,1750,1690,1699,1800,1797.5,1795,1899.5,1875,1800,1850,1897.5,1890,1800,1850,1797.5,1812.5,1800,1800,1875,1837,1872.5,1895
"11221","New York","NY","New York","Kings",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3050,3195,3100,3100,3100,3150,3100,3149.5,3200,3185,3199.5,3100,3000,3133,3200,3200,3200,3200,3272.5,3350,3399,3400,3400,3349,3300,3265,3200,3278,3250,3400,3400,3400,3400,3400,3400,3485,3275,3312.5,3399.5,3299,3399,3400,3399,3399,3450,3395,3300,3392.5,3199,3394.5,3399,3399,3475,3499.5,3500,3400
"78245","San Antonio","TX","San Antonio","Bexar",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,1495,1495,1495,1495,1525,1575,1575,1575,1550,1500,1495,1485,1495,1525,1550,1575,1550,1550
"60619","Chicago","IL","Chicago","Cook",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1300,1400,1400,1350,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1300,1300
"30024","Suwanee","GA","Atlanta","Gwinnett",29,,,,,,,1595,1600,1650,1595,1600,1595,1600,1600,1500,1572.5,1650,1675,1650,1650,1650,1700,1624.5,1600,1595,1672.5,1600,1650,1650,1695,1672.5,1600,1650,1680,1700,1774.5,1750,1747.5,1747,1700,1695,1700,1750,1825,1800,1794.5,1750,1750,1700,1750,1799,1799.5,1812.5,1800,1812.5,1750,1750,1850,1800,1900,1895,1850,1800,1850,1825,1807.5,1795,1850,1850,1799.5,1900,1799.5,1850,1850,1850,1886,1900,1943,1925,1896.5,1900,1947.5,1950,1950,1895,1892.5,1850,1925,1900,1900,1900
"33411","Royal Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2297,2300,2412.5,2350,2300,2300,2250,2258,2352.5,2400,2500,2490,2350,2500,2400,2412.5,2500
"28027","Concord","NC","Charlotte","Cabarrus",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1500,1500,1540,1550,1625,1650,1585,1595,1550,1595,1670,1702.5,1725,1672.5,1650,1695,1695
"97229","Portland","OR","Portland","Multnomah",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.5,2400,2350,2495,2599.5,2695,2595,2495,2350,2300,2395,2395,2372.5,2350,2300,2595,2595,2497.5,2495
"91709","Chino Hills","CA","Riverside","San Bernardino",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2700,2600,2695,2700,2650,2600,2795,2800,2800,2800,2825,2795,2750,2700,2695,2700,2775,2750,2775,2850,2850
"11385","New York","NY","New York","Queens",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3400,3500,3500,3500,3550,3495,3400,3400,3500,3595,3450,3499.5,3100,3349.5,3300,3200,3399,3400,3400,3500,3500,3399,3399,3500,3450,3302,3300,3300,3350,3400,3400
"98012","Bothell","WA","Seattle","Snohomish",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2525,2550,2597.5,2650,2650,2600,2550,2500,2497,2500,2495,2500,2650,2700,2622.5,2787.5,2765,2662.5
"77459","Missouri City","TX","Houston","Fort Bend",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197.5,2200,2095,2100,2050,1997.5,2050,1997.5,1997.5,1975,1975,1950,1950,1950,1950,2195,2100,2000,2100
"92677","Laguna Niguel","CA","Los Angeles-Long Beach-Anaheim","Orange",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4150,4150,4300,4300,4400,4300,4400,4200,3974.5,3950,4000,4345,4447.5,4100,4275,4500,4550,4250
"02148","Malden","MA","Boston","Middlesex",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2750,2700,2800,2800,2600,2400,2200,2200,2200,2400,2600,2600,2600,2600,2800,2850
"76063","Mansfield","TX","Dallas-Fort Worth","Tarrant",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147.5,2095,2095,1999.5,1950,1900,1950,1950,1950,1950,2000,2100,2125,2050,2095
"33647","Tampa","FL","Tampa","Hillsborough",40,,1850,1750,1885,2000,1975,1875,1800,1800,1750,1700,1750,1750,1850,1895,1897.5,1872.5,1895,1872.5,1895,1900,1800,1800,1800,1775,1800,1850,1897.5,1925,2000,2100,2000,1995,1990,2000,2000,1895,1850,1850,1850,1900,1917.5,1900,1895,1895,1850,1850,1905,1897.5,1895,1900,1925,1950,2000,1985,1950,1950,1910,1900,1850,1905,1925,1920,1950,1995,1997.5,1995,1985,2015,1910,1950,1962.5,1995,2000,1859,2000,2050,2085,2007.5,2000,2000,1997,1995,2000,1999.5,2000,2000,2100,2140,2125,2195
"76244","Fort Worth","TX","Dallas-Fort Worth","Tarrant",41,,,,,,,1495,1650,1662.5,1595,1694.5,1600,1600,1650,1650,1650,1600,1500,1600,1612.5,1595,1650,1600,1562.5,1550,1650,1612.5,1625,1637.5,1650,1628,1620,1650,1710,1695,1695,1695,1695,1675,1675,1700,1750,1700,1695,1675,1675,1725,1695,1600,1650,1725,1700,1785,1742.5,1712.5,1742.5,1795,1745,1795,1859,1795,1750,1750,1795,1745,1795,1800,1750,1725,1800,1750,2045,1850,1850,1850,1850,1892.5,1885,1895,1897.5,1850,1800,1800,1795,1795,1795,1850,1895,1895,1895,1900
"30040","Cumming","GA","Atlanta","Forsyth",42,,,,,,,,,,,,,,,,1625,1750,1725,1637.5,1675,1550,1725,1675,1650,1600,1672.5,1749,1700,1550,1650,1695,1700,1700,1685,1695,1650,1650,1695,1662.5,1650,1695,1597.5,1625,1675,1695,1695,1695,1750,1697.5,1700,1795,1800,1750,1802.5,1782.5,1775,1700,1700,1695,1695,1695,1695,1692,1695,1820,1800,1772.5,1795,1695,1797.5,1712.5,1750,1700,1740,1800,1750,1795,1795,1750,1750,1795,1728,1750,1719,1795,1778,1763,1780,1847.5,1800,1800
"79938","El Paso","TX","El Paso","El Paso",43,,,,,,,,,,,,,,,,1370,1390,1350,1350,1295,1295,1350,1332.5,1300,1290,1230,1275,1275,1250,1250,1250,1250,1250,1250,1295,1295,1250,1200,1200,1200,1250,1250,1295,1250,1245,1250,1247.5,1250,1225,1200,1250,1250,1250,1250,1250,1250,1250,1250,1200,1200,1200,1250,1250,1250,1225,1200,1250,1175,1200,1275,1250,1295,1200,1250,1250,1250,1250,1250,1295,1250,1250,1200,1200,1200,1200,1250,1200,1250,1295,1295,1295
"92336","Fontana","CA","Riverside","San Bernardino",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2275,2295,2400,2400,2375,2450,2450,2497.5,2395,2350,2400,2400,2438,2450,2500,2500,2450,2445
"77095","Houston","TX","Houston","Harris",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.5,1729,1700,1700,1700,1749.5,1750,1750,1825,1809,1799.5,1800,1800,1800,1800,1750,1800,1787.5,1795,1795,1799.5,1837.5,1800,1795,1797,1800,1800,1825,1825,1775,1785,1795,1750,1837,1790,1775,1625,1700,1737.5,1771.5,1775,1837.5,1800,1785,1760,1770,1800,1800,1795,1750,1800,1850,1875,1850,1825,1825
"77845","College Station","TX","College Station","Brazos",46,,,,,,,,,,,,,,1545,1600,1600,1600,1595,1550,1497.5,1400,1400,1497.5,1500,1495,1650,1600,1597.5,1600,1595,1595,1500,1500,1525,1600,1592.5,1590,1600,1650,1625,1600,1625,1600,1650,1600,1795,1650,1672.5,1697.5,1700,1695,1700,1750,1800,1850,1800,1685,1650,1740,1900,2000,1900,1885,1747.5,1800,2000,1800,1600,1695,1835,1975,1800,1800,1900,1800,1800,1750,1700,1700,1600,1695,1800,1800,1800,1850,1900,1825,1800,1700,1700,1600
"89117","Las Vegas","NV","Las Vegas","Clark",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1750,1700,1725,1650,1500,1500,1600,1600,1600,1612.5,1665,1699,1662.5,1599.5,1825,1597.5,1650,1600,1650,1650,1700,1700,1700,1795,1845,1900,1950,1775,1895,1900,1800,1895,1995,1950,1972.5,2070,1950,1895
"91730","Rancho Cucamonga","CA","Riverside","San Bernardino",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2400,2350,2395,2400,2398,2365,2340,2400,2500,2497.5,2497.5
"92592","Temecula","CA","Riverside","Riverside",49,,,2100,2100,2099.5,2000,1997.5,1975,1950,2072.5,1899.5,1972.5,2100,1975,1985,1950,1995,1995,1995,2050,1995,2100,2050,2050,1999.5,1950,1950,1999.5,2050,2050,2000,2100,2000,2000,2000,2095,2095,2095,2000,2025,2099.5,2095,2100,2100,2097,2099.5,1995,2095,2095,2050,2050,2100,2100,2095,2050,2100,2150,2100,2097.5,2150,2154.5,2196,2195,2150,2200,2199,2195,2100,2195,2197,2125,2150,2300,2325,2400,2300,2375,2395,2350,2350,2400,2422.5,2400,2412.5,2485,2495,2450,2425,2400,2400,2495
"32244","Jacksonville","FL","Jacksonville","Duval",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,1275.5,1299,1349.5,1300,1375,1395,1375,1295,1344,1315,1363,1399,1399,1450,1399,1399,1435.5,1397
"60628","Chicago","IL","Chicago","Cook",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1475,1450,1450,1454.5,1450,1400,1400,1400,1450,1450,1500,1350,1350,1350,1400
"34787","Winter Garden","FL","Orlando","Orange",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2100,2125,2162.5,2175,2000,1995,2000,2100,2100,2195,2200,2200,2195,2250,2250,2225,2300,2250
"77450","Cinco Ranch","TX","Houston","Fort Bend",53,,,,,,,,,,,,,,,,2325,2350,2300,2400,2050,2100,1850,1885,2050,2300,2100,1947.5,2200,2200,2200,2300,2275,2300,2200,2400,2350,2025,2099.5,2000,2000,2200,2300,2250,2272.5,2200,2100,2100,1950,1995,1995,2100,2225,2250,2300,2300,2200,2200,2150,2187.5,2100,2095,2050,2200,2200,2425,2300,2100,1972.5,1995,1897.5,1900,1900,1900,1925,1950,1950,2000,2000,2074.5,2099.5,2100,2150,2125,2060,1990,1997.5,2100,2085,2000,2000,1999
"28078","Huntersville","NC","Charlotte","Mecklenburg",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.5,1850,1825,1899,1875,1895,1855,1875,1895,1850,1797.5,1795,1795,1775,1809.5,1850,1795,1795,1984.5
"30062","Marietta","GA","Atlanta","Cobb",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2095,2100,2000,1990,2000,2060,2077.5,2000,2000,2150,1925,2000,2000,2200,2195
"33186","The Crossings","FL","Miami-Fort Lauderdale","Miami-Dade",55,,2072.5,2095,2100,2200,2200,2200,2150,2150,2150,2125,2200,2197.5,2050,2095,2000,2100,2100,2100,2100,2225,2200,2200,2300,2300,2200,2250,2100,2200,2350,2400,2300,2300,2300,2300,2200,2270,2250,2300,2300,2300,2300,2300,2250,2300,2350,2325,2300,2300,2300,2300,2300,2250,2242.5,2395,2200,2350,2372.5,2332.5,2400,2400,2400,2400,2400,2450,2550,2400,2425,2425,2500,2500,2500,2400,2450,2350,2400,2400,2500,2500,2500,2500,2475,2450,2500,2500,2500,2500,2500,2499,2499.5,2500
"30052","Loganville","GA","Atlanta","Gwinnett",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1450,1479,1495,1519,1528,1599.5,1500,1507.5,1495,1495,1495,1490,1537,1550,1595,1642.5,1642,1582.5
"30041","Cumming","GA","Atlanta","Forsyth",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865,1925,1895,1900,2022.5,2000,2000,2000,1972.5,1955,1990,1950,1995,1950,1982.5,1900,1950,1995,1997,2000,2000
"60649","Chicago","IL","Chicago","Cook",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1250,1250,1250,1350,1250,1250,1250,1250,1250,1400,1400,1310.5,1275,1287.5,1300
"32218","Jacksonville","FL","Jacksonville","Duval",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1395,1432,1497.5,1495,1495,1450,1492,1500,1550,1495,1495,1495,1486,1550,1550,1595,1595,1550
"02155","Medford","MA","Boston","Middlesex",61,,,,,,,,,,,,,,,,,,,,,,,,2750,2700,2800,2800,2800,2800,2600,2600,2600,2550,2500,2500,2400,2500,2300,2600,2700,2800,2800,2800,2750,2700,2700,2700,2500,2550,2800,2775,2800,2900,3000,2875,2800,2800,2800,2800,2700,3000,3000,2875,3000,3200,3200,3000,2800,2600,2800,2750,2725,2800,3000,2950,3000,3095,3200,3200,3000,3000,3200,3300,3200,3200,3400,3400,3400,3250,3200,3200
"30022","Johns Creek","GA","Atlanta","Fulton",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275,2180,2150,2200,2195,2200,2200,2200,2100,2095,2200,2200,2200,2050,2050,2140,2097.5,2100,2100
"33027","Miramar","FL","Miami-Fort Lauderdale","Broward",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637,2644,2650,2660,2699,2625,2599,2600,2655,2650,2600,2600,2550,2520,2510,2550,2650,2712.5,2600
"89052","Henderson","NV","Las Vegas","Clark",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.5,1900,1925,1995,1995,2150,2100,1995,1975,2050,2150,2100,2000,2100,2100,2150,2197.5,2125,2095
"75035","Frisco","TX","Dallas-Fort Worth","Collin",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1895,1990,1950,1995,1900,1900,1897.5,1875,1872.5,1900,1937.5,1850,1850,1850,1850,1875,1895,1850,1895,1972.5,1997.5,1997.5,1950,1990,1950,1995,2000,1975,2000,2050,2095,2000,2097.5,2100,2025,2000,2025,2000,2000,1997.5,2097.5,2047.5,2000,1997.5,2095,2100,2022.5,2100,2195,2125,2195,2125,2100,2095,2100,2197,2100,2100,2100,2175,2100
"34953","Port Saint Lucie","FL","Port St. Lucie","Saint Lucie",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1674.5,1700,1700,1682,1650,1675,1695,1650,1687.5,1650,1650,1675,1675,1745,1695,1700,1800,1797
"91710","Chino","CA","Riverside","San Bernardino",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2499,2500,2550,2525,2587.5,2500,2522,2550,2625,2500,2550,2525,2500,2600,2600,2637.5,2590,2500,2600
"30127","Powder Springs","GA","Atlanta","Cobb",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1585,1425,1545,1540,1550,1525,1595,1662.5,1650,1592.5,1575
"30004","Milton","GA","Atlanta","Fulton",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2350,2200,2200,2250,2195,2175,2200,2200,2195,2195,2200,2250,2400,2300,2400
"89123","Las Vegas","NV","Las Vegas","Clark",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699,1600,1635,1635,1650,1650,1675,1625,1768,1695,1700,1700,1700,1700,1700,1695,1749,1685,1850
"94509","Antioch","CA","San Francisco","Contra Costa",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137.5,2250,2200,2250,2200,2350,2295,2350,2200,2250,2189.5,2200,2345,2400,2372.5,2375,2500,2400,2299
"60622","Chicago","IL","Chicago","Cook",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450,3300,3200,3247.5,3200,2800,3195,3200,3200,3200,3200,3200,3200,3200,3200
"32828","Orlando","FL","Orlando","Orange",73,,,,,,,1600,1592.5,1537.5,1400,1425,1550,1500,1525,1572.5,1550,1500,1550,1550,1500,1500,1550,1550,1500,1550,1595,1595,1585,1595,1550,1595,1675,1595,1595,1595,1595,1595,1595,1595,1595,1637.5,1650,1595,1637.5,1600,1595,1550,1550,1595,1600,1625,1685,1700,1695,1720.5,1700,1600,1600,1625,1699.5,1695,1680,1650,1625,1597.5,1695,1725,1725,1695,1600,1697.5,1650,1795,1812.5,1725,1847.5,1800,1800,1875,1849.5,1812.5,1895,1900,1849,1897.5,1862.5,1850,1972.5,1990,1900,1907.5
"89031","North Las Vegas","NV","Las Vegas","Clark",74,,,,,1225,1250,1250,1250,1250,1200,1200,1200,1200,1200,1225,1275,1250,1200,1195,1195,1195,1200,1195,1195,1195,1199.5,1200,1195,1200,1212.5,1200,1200,1200,1250,1200,1195,1195,1195,1195,1195,1195,1197.5,1200,1200,1225,1250,1200,1200,1200,1200,1250,1250,1295,1300,1297.5,1250,1250,1275,1250,1250,1250,1250,1250,1275,1295,1300,1325,1374.5,1349,1320,1299.5,1325,1300,1325,1349.5,1375,1300,1400,1400,1400,1395,1400,1385,1349.5,1382.5,1395,1400,1450,1495,1457.5,1495
"33157","Village of Palmetto Bay","FL","Miami-Fort Lauderdale","Miami-Dade",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2999.5,2999,2751,3000,3100,2600,2817.5,3095,3190,2975,3000,3200,3000,2970,2995,2650
"75002","Allen","TX","Dallas-Fort Worth","Collin",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,1900,1950,1995,2000,2011.5,2000,2000,2050,1975,1950,1960,1950,1950,2000,2062.5,1995,1995,1995
"30253","McDonough","GA","Atlanta","Henry",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1400,1409.5,1400,1395,1450,1460,1495,1460,1445,1445,1445,1420,1412.5,1450,1485,1525,1550,1582.5
"33511","Brandon","FL","Tampa","Hillsborough",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1649.5,1650,1637.5,1630,1650,1650,1629.5,1595,1550,1550,1650,1685,1690,1705,1725,1700,1705,1710
"60637","Chicago","IL","Chicago","Cook",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,1262.5,1300,1325,1350,1300,1250,1300,1350,1325,1300,1300,1350
"94513","Brentwood","CA","San Francisco","Contra Costa",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495,2400,2495,2500,2497.5,2450,2400,2400,2375,2400,2400,2400,2550,2695,2625,2600,2600,2695,2650,2580,2597.5,2500,2500,2595,2795,2725,2725,2738.5
"10031","New York","NY","New York","New York",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3500,3400,3400,3500,3484,3547.5,3400,3500,3400,3295,3391,3397.5,3500,3397.5,3497.5,3600,3595,3597.5
