"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07"
"10025","New York","NY","New York","New York",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00667556742323,4.9037037037037,4.84443215266391,4.8715952594655,4.99163179916318,4.84109570925354,4.82416193633858,4.84625668449198,4.94417862838915,4.98466257668712,4.89795918367347,4.93366500829187,4.9209963013108,4.89877038681581,4.9,4.86217457886677,4.89372251021049,4.88721239449647,4.94119555735228,4.94053064958829,4.93625520473302,4.9805639224691,4.94053064958829,4.92134831460674,4.66666666666667,4.81843728858641,4.8780487804878,4.75381077398747,4.75931175423561,4.73684210526316,4.77882037533512,4.92061742006615,4.98157830217591,4.94053064958829,4.9209963013108,4.8837749883775,4.83739837398374,4.86238532110092,4.8048202777735,4.77049512987013,4.7494769874477,4.75,4.74368341416905,4.73011675824176,4.71486013986014,4.76673919848915,4.80661686232657,4.77717856531416,4.72792207792208
"60657","Chicago","IL","Chicago","Cook",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,1.72794117647059,1.74719101123595,1.77097902097902,1.83491686460808,1.7,1.82565359477124,1.83438818565401,1.88888888888889,1.86515151515152,1.80882352941176,1.72307692307692,1.70588235294118,1.74,1.75,1.76214285714286,1.82645977011494,1.85833333333333,1.86875,1.9,1.93960167714885,1.91666666666667,1.87096774193548,1.85714285714286,1.83333333333333,1.79300953245574,1.76666666666667,1.84210526315789,1.90454545454545,1.99375,1.96428571428571,1.96875,1.998,2,1.9047619047619,1.88125,1.86,1.88181818181818,1.93574399890889,1.976,2.01012596899225,2.00804263565891,2.00731729055258,2.03789126853377,2.016875,2.04718421052632
"10023","New York","NY","New York","New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22664199814986,5.26778281380076,5.3191007324085,5.32062391681109,5.2835435460519,5.27272727272727,5.22648083623693,5.27425332461304,5.25328330206379,5.35031847133758,5.35419875268992,5.34701557240751,5.33696451229582,5.46772068511199,5.46666666666667,5.39099983359988,5.31505728314239,5.36631016042781,5.44412607449857,5.3971685040875,5.39492242595205,5.41702493551161,5.35318373796588,5.33536585365854,5.22307692307692,4.89122807017544,5.22222222222222,5.16350123864575,5.16129032258065,5.18037885213458,4.97435897435897,5.20628683693517,5.26315789473684,5.2653399668325,5.36185383244207,5.33856317093311,5.29411764705882,5.33032355154251,5.22193211488251,5.20115606936416,5.28383839740061,5.28353847178216,5.21557719054242,5.23076923076923,5.22727272727273,5.15384615384615,5.25,5.33333333333333,5.33856317093311,5.36510893138897
"75070","McKinney","TX","Dallas-Fort Worth","Collin",4,,,,,,,,,,,,,,,,,,,,,1.02563389590083,1.02212389380531,1.00836431226766,1.05276174773289,1.01075268817204,1.01016518424396,1.00738413315356,1.04458598726115,1.02914389799636,1.03540414161657,1.0458901216404,1.02379461490294,1.03005635566688,1.03978494623656,1.02914389799636,1.02821486706457,1.04062264142098,1.04139502900963,1.02914389799636,1.05390416013283,1.07714995031644,1.0544163044163,1.06666666666667,1.05130361648444,1.10539512693296,1.07305490502212,1.08821584963603,1.16229480100448,1.16568914956012,1.17150155353729,1.17720726361929,1.1755045902761,1.179620180273,1.20626432391138,1.21487603305785,1.20234604105572,1.19980879541109,1.19980879541109,1.20626432391138,1.19972451790634,1.19980879541109,1.19603342996361,1.20234604105572,1.18181818181818,1.21373144265751,1.25458486811053,1.23664921465969,1.23387096774194,1.21485095615231,1.21375227686703,1.18345333496047,1.18904475617902,1.19773095623987,1.17014439949035,1.15789473684211,1.19447743012406,1.23396395182747,1.23166666666667,1.18097447795824,1.22552166934189,1.21440006055747,1.20512820512821,1.21074380165289,1.20732722731057,1.21268057784912,1.28002293341214,1.29761904761905,1.32292787944026,1.3093471810089,1.34210526315789,1.33734352669732,1.32124352331606,1.32124352331606,1.30968622100955,1.27953429441071,1.27529626253418,1.28017659916452,1.2815768302494,1.29063509149623,1.27301411312715,1.27022934496613,1.29487179487179
"77494","Katy","TX","Houston","Harris",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10957004160888,1.17794514776675,1.19441913505315,1.19582664526485,1.22523237149576,1.22442980327746,1.23930571344364,1.25163751587697,1.21851943885508,1.24079643596058,1.25964010282776,1.26169064748201,1.27068345323741,1.26943005181347,1.26385809312639,1.23175675675676,1.23175675675676,1.23175675675676,1.23175675675676,1.23175675675676,1.26245059288538,1.26378343597757,1.28532572541336,1.28971119133574,1.31170662905501,1.2935586061246,1.26066537515489,1.26066537515489,1.29828326180258,1.30376841692522,1.30863039399625,1.26205362618726,1.33508611882889,1.34664246823956,1.31190012857172,1.34846625766871,1.43375267459939,1.31190012857172,1.31775210084034,1.31058282208589,1.32431347051174,1.32550888732878,1.46355366190696,1.35774072126851,1.38083228247163,1.38223286175681,1.39011703511053,1.43057503506311,1.38507396132101,1.32052158273381,1.31784582893347,1.32407407407407,1.375,1.30785340314136,1.30785340314136,1.36269430051813,1.33783474425268,1.35399159663866,1.35399159663866,1.35191637630662,1.41210193184858,1.40947752126367,1.43985883062296,1.44438178050322,1.41666114484027,1.40853658536585,1.40891563449404,1.39984227129338,1.39635732870772,1.40985469039507,1.41666114484027
"60614","Chicago","IL","Chicago","Cook",6,,,,,,,,,,,,,,,,,,,,,,,,,,1.95111111111111,2.0253164556962,2.13068181818182,2.02482051282051,2,2.03171656223408,2.105,2.17166666666667,2.1,2.11019230769231,2.13729259409146,2.16111111111111,1.9,2.072,2.14921601180594,2.14239222316145,2.08333333333333,2.1,2.15400624349636,2.13392857142857,2.12182203389831,2.15700312174818,2.07142857142857,2.02294117647059,2,2.01176470588235,2,2.03509852216749,2,1.99198717948718,1.9675,1.92307692307692,1.92307692307692,1.93239875389408,1.99706060606061,1.995,1.85,2.04507246376812,2.01829268292683,2.05,2,1.995,1.97638888888889,1.97857142857143,2.125,2.14074074074074,2.07692307692308,2.28571428571429,2.10714285714286,2.0809925093633,2.08636363636364,2.12632978723404,2.14626391096979,2.10518690710998,2.07142857142857,2.09839357429719,2,2.06896551724138,2.07972988310067,2.08823529411765,2.11538461538462,2.12928571428571,2.14285714285714,2.13397435897436,2.10416666666667,2.07680250783699,2.07142857142857,2.04701754385965,2.08555555555556,2.15420644928842,2.17579803812211,2.2,2.25,2.26666666666667,2.25,2.25,2.25049668874172
"79936","El Paso","TX","El Paso","El Paso",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805687203791469,0.771097883597884,0.802843601895735,0.833187799617537,0.803239819868561,0.770701274777023,0.771552473034462,0.799373040752351,0.807106598984772,0.805263157894737,0.847102946940812,0.889513108614232,0.839743672105872,0.844443958734044,0.843023255813954,0.850393470723441,0.846989141164857,0.810755336617406,0.845955831974697
"77084","Houston","TX","Houston","Harris",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15948051086101,1.13378342599947,1.13973268529769,1.13333333333333,1.14785992217899,1.15635426749416,1.10899653979239,1.13316261203585,1.12410878226226,1.13973268529769,1.12869565217391,1.0545741012558,1.12345679012346,1.1025,1.09466989186113,1.12283360228808,1.09888416578108,1.11019283746556,1.16839504401072,1.21508379888268,1.22055948195451,1.15886626643858,1.1268676583142,1.09727313566936,1.10816768000388,1.17109946240562,1.19676549865229,1.20518688024409,1.2304469273743
"60640","Chicago","IL","Chicago","Cook",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57824373768646,1.54867256637168,1.52571328616963,1.50900263331139,1.56666666666667,1.54444444444444,1.5625,1.5,1.61538461538462,1.61538461538462,1.61111111111111,1.59,1.63333333333333,1.63181818181818,1.60714285714286,1.595,1.5625,1.56339285714286,1.59375,1.67756464603646,1.68181818181818,1.7,1.72222222222222,1.66091954022989,1.69101123595506,1.72132616487455,1.63636363636364,1.60714285714286,1.55555555555556,1.67857142857143,1.68605769230769,1.7,1.71428571428571,1.76100628930818,1.75362976406534,1.71428571428571,1.70940170940171,1.69050561797753,1.66583333333333,1.6875,1.67857142857143,1.74074074074074,1.795,1.79861111111111,1.77386363636364,1.7741935483871,1.78,1.95
"77449","Katy","TX","Houston","Harris",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16139106402579,1.15164644714038,1.10170255947683,1.06581653640477,1.21612349914237,1.2152133580705,1.25649913344887,1.29633665085651,1.33248730964467,1.26159554730983,1.31351981351981,1.25688622754491,1.26157082748948,1.25543006081668,1.25649913344887,1.25144843568946,1.25724217844728,1.25706420299609,1.25649913344887
