"RegionName","City","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07"
"60647","Chicago","IL","Chicago","Cook",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54583333333333,1.67427884615385,1.57518796992481,1.65743574051408,1.68164513151823,1.68789808917197,1.68,1.7,1.72247474747475,1.69647058823529,1.66666666666667,1.63397435897436,1.73958333333333,1.69573529411765,1.74375,1.77272727272727,1.8125,1.8,1.76470588235294,1.80909090909091,1.78579829461923
"60618","Chicago","IL","Chicago","Cook",12,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22222222222222,1.27777777777778,1.26666666666667,1.30769230769231,1.28571428571429,1.31875,1.28571428571429,1.3,1.3,1.3,1.3,1.3,1.32071428571429,1.5,1.41277173913043,1.46666666666667,1.463,1.33809523809524,1.33063255152807,1.25,1.25394736842105,1.35,1.36875,1.20833333333333,1.38888888888889,1.343,1.39565217391304,1.476,1.45,1.45,1.43478260869565,1.39347826086957,1.40625,1.40900735294118,1.41176470588235,1.44444444444444,1.488,1.4375,1.48396774193548,1.55,1.53191489361702,1.47221052631579,1.48871376811594,1.41666666666667,1.45,1.5,1.46527777777778,1.47713043478261,1.5,1.5,1.4755,1.48,1.44,1.40882352941176,1.41777777777778,1.40057142857143,1.4653749028749,1.475,1.475,1.5,1.51433251433251,1.53461538461538,1.55,1.559375
"10029","New York","NY","New York","New York",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18292682926829,5.16225311790952,5.18220415537489,5.1698670605613,5.32846715328467,5.46831232492997,5.52558782849239,5.49019607843137,5.52558782849239,5.16225311790952,5.15463917525773,5.02599653379549,5.02599653379549,4.58333333333333,4.51109936575053,4.55284552845528,4.8,4.74885912698413,4.57714285714286,5.02599653379549,5.03473739733253,5.02599653379549,5.02599653379549,4.94047619047619,4.91269841269841,4.92820512820513,4.66958762886598,4.49890463917526
"11201","New York","NY","New York","Kings",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63139931740614,4.56577253639967,4.60692671956705,4.61878890962234,4.68166666666667,4.71666666666667,4.60869565217391,4.60365853658537,4.46057736193519,4.43286435384928,4.57114090053303,4.44984802431611,4.45998243219699,4.41204819277108,4.5273556231003,4.61311080686702,4.76190476190476,4.83784101047096,4.87554776511832,4.80841753566556
"20002","Washington","DC","Washington","District of Columbia",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65683229813665,2.72556390977444,2.55555555555556,2.58823529411765,2.36013986013986,2.5,2.46189917936694,2.46189917936694,2.62857142857143,2.78611111111111,2.85,2.72272727272727,2.83870967741935,2.8424317617866
"90046","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62827262379055,2.46153846153846,2.51048951048951,2.60939667128988,2.48329907502569,2.595,2.645,2.695,2.77330827067669,2.89826201641266,2.8928125,2.67520408163265,2.695,2.80625,2.6775641025641,2.65833333333333,2.595,2.60741758241758,2.55396103896104,2.57443475670215,2.69851018807099
"78130","New Braunfels","TX","San Antonio","Comal",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04014598540146,1.01824817518248,1.01713574090515,1.01824817518248,1.05283018867925,1.07697740112994,1.07872071352503,1.04887411993202,1.02254041248606,1.01824817518248,1.01824817518248,1.01824817518248,0.995804195804196,1.01824817518248,1.01824817518248,1.01824817518248,1.01602330662782,1.01824817518248,1.01855804985539
"20009","Washington","DC","Washington","District of Columbia",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61382623224728,3.44155844155844,3.47647447447447,3.40714285714286,3.47135258358663,3.49285714285714,3.56428571428571,3.56666666666667,3.77777777777778,4.04790940766551,4.02439024390244,3.95612244897959,3.97745098039216,4.19457013574661,4.12941176470588,4.12941176470588,4.14705882352941,4.16470588235294,4.15916666666667,4.16666666666667,4.17690417690418,4.24615384615385,4.32705432705433,4.29113924050633,4.35335497835498,4.28571428571429,4.40361990950226,4.33380491437081,4.42241586538462,4.47692307692308,4.62,4.77104825291181,4.85764705882353,4.59734848484849,4.68923007109363,4.6,4.47692307692308,4.47692307692308,4.68923007109363,4.47692307692308,4.43312655086849,4.01904761904762,4.01666666666667,4.05238095238095,3.95612244897959,3.98538672142368,3.95612244897959,4.06079432840372,4.07142857142857,3.96666666666667,3.95612244897959,3.94557823129252,3.83333333333333,4.07142857142857,3.91982961408863,3.73645833333333,3.925,4.08834586466165,4.23660714285714
"10462","New York","NY","New York","Bronx",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57766990291262,1.85714285714286,1.92857142857143,1.93389592123769,2.05223880597015,2.10851393188854,2.05066344993969,2.09529553679131,2.12916666666667,1.99538461538462,1.925,1.93272727272727,1.96180155990283,1.90909090909091,1.83402835696414,1.89594594594595,1.9,2,2.06666666666667
"37042","Clarksville","TN","Clarksville","Montgomery",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.604437229437229,0.645833333333333,0.666666666666667,0.666666666666667,0.65,0.69047619047619,0.664583333333333,0.666666666666667,0.6875,0.698648648648649,0.765,0.766163366336634
"60613","Chicago","IL","Chicago","Cook",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59205572289157,1.64642857142857,1.64285714285714,1.65,1.52871485943775,1.60714285714286,1.65,1.71875,1.7,1.68480769230769,1.655,1.65,1.66,1.66111111111111,1.72727272727273,1.780625,1.73030303030303,1.72727272727273,1.74805986696231,1.795,1.78743961352657,1.74912587412587,1.72272727272727,1.66666666666667,1.72727272727273,1.68153409090909,1.71875,1.895,1.88470066518847,1.8125,1.855,1.825,1.83333333333333,1.75,1.71702898550725,1.67678571428571,1.67857142857143,1.75,1.76470588235294,1.9,1.8125,1.75,1.795,1.840625,1.8125
"10463","New York","NY","New York","Bronx",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43333333333333,2.46666666666667,2.46256684491979,2.43333333333333,2.47058823529412,2.45196078431373,2.44230769230769,2.33333333333333,2.51086956521739,2.52173913043478,2.43409552845528,2.4390243902439,2.42916666666667,2.45833333333333,2.55,2.5495,2.47058823529412,2.49333333333333,2.39333333333333
"11230","New York","NY","New York","Kings",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12059959118783,2.15827338129496,2.30940988835726,2.24137931034483,2.21052631578947,2.29801445066232,2.23529411764706,2.25,2.29411764705882,2.33333333333333,2.3452380952381,2.37037037037037,2.3875,2.37416666666667,2.25,2.21428571428571,2.25,2.24137931034483,2.30595238095238,2.22222222222222,2.24797496318115
"11209","New York","NY","New York","Kings",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96547619047619,1.96666666666667,2,2.12232294617564,2.15189873417722,2.07719393282774,1.975,2,2.06666666666667,2.05555555555556,2.08333333333333,2.16129032258065,2.11212121212121,2.14285714285714,2.19365384615385,2.08346036585366,2.2,2.10084033613445,2.07437070938215,2.16666666666667,2.05263157894737,2.19677419354839,2.35,2.33333333333333,2.30384615384615,2.31818181818182,2.3,2.2742946708464,2.26666666666667,2.3125,2.25,2.2025641025641,2.25403225806452,2.28571428571429,2.28571428571429,2.28571428571429,2.26333333333333,2.27564102564103,2.28571428571429,2.26533333333333
"60625","Chicago","IL","Chicago","Cook",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.37867647058824,1.38888888888889,1.41666666666667,1.40833333333333,1.4,1.36911281489595,1.44166666666667,1.5,1.45,1.49375,1.535,1.50602409638554,1.56428571428571,1.52811515969411,1.65,1.69884994523549,1.39486842105263,1.40064102564103,1.41428571428571,1.55,1.58333333333333,1.5,1.54150197628458,1.595,1.63366336633663,1.74375,1.695,1.71633663366337,1.62621359223301,1.5,1.56679764243615,1.6,1.55172413793103,1.530625,1.5,1.53141025641026,1.58333333333333,1.51666666666667
"10024","New York","NY","New York","New York",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18292682926829,5.16917321770709,5.09090909090909,4.97916666666667,4.86009732360097,4.96875,5.00186706497386,5.12163892445583,5.11111111111111,5.12941678707474,5,5,5.1,5.16666666666667,5.195,5.28269585536834,5.10204081632653,5.19333333333333,5.13562796719896,5.14285714285714,5.125,5.11628272910373,5.375,4.95384615384615,4.79735318444996,4.80492659222498,5,5.00186706497386,4.875,4.96774193548387,4.79735318444996,4.93827160493827,4.91666666666667,4.79735318444996,4.95192307692308,4.82843137254902,4.79384615384615,4.66666666666667,4.67717121588089,4.6650641025641,4.79735318444996,4.78645066273932,4.79735318444996,5,4.92307692307692,4.92307692307692,4.80378130426686,4.71881313131313,4.6875
"07030","Hoboken","NJ","New York","Hudson",27,,,,,,,,,,,,,,,,,,,,,,,,2.9534632034632,2.83333333333333,2.75,2.74471996771445,2.79661016949153,2.85256088165344,2.9,2.97520661157025,2.90791599353796,2.9,2.90322580645161,2.9,2.87682333873582,2.83333333333333,2.82972440944882,2.81818181818182,2.80704673173617,2.83333333333333,3,3.05295950155763,3,3,3,2.88888888888889,2.84348459961547,2.85565939771547,2.83333333333333,2.8030612244898,2.80612244897959,2.79165009940358,3.01243370561955,2.85282969885774,2.77415009940358,2.79165009940358,2.8426245210728,2.89444444444444,2.8030612244898,3.05719921104536,2.88184438040346,2.9585798816568,2.85780997499186,2.97368421052632,2.79285714285714,3.04,2.8030612244898,2.8,2.9,2.79165009940358,2.81801470588235,2.96703296703297,3.1,3.22631122670134,3.125,3.11805555555556,3.10642404190791,3.125,3.07544595314164,3,3,2.925,2.93867120954003,2.88888888888889,2.88518518518519,2.96944244048233,3,3,3.01666666666667
"11214","New York","NY","New York","Kings",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1.98230407523511,1.96192528735632,1.975,1.95555555555556,1.94214876033058,2.02843527440302,2.06458333333333,1.93548387096774,1.92307692307692,1.81527777777778,1.73501577287066
"33160","Sunny Isles Beach","FL","Miami-Fort Lauderdale","Miami-Dade",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.904296875,1.95283572359844,1.98039215686275,1.91599115696389,1.95439822359844,1.91368689903846,1.93114013868731,1.96078431372549,1.96078431372549,1.94444444444444,1.95822788046118,2.18250598446046,1.93477447127082,1.95822788046118,2.03644158628081,1.87200373771025,2.09437963944857,2.03644158628081,1.94660734149055,1.95449127386046,2.14395816010717,2.46210042358717,2.37416904083571,2.27174333758619,2.20776202649314,2.29559748427673,2.23270440251572,2.23499361430396,2.2182559918409,2.27250108721105,2.23499361430396,2.247762136959,2.2182559918409,2.24748465610945,2.19248291571754,2.21245204411941,2.20394736842105,2.20588235294118
"78704","Austin","TX","Austin","Travis",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5983039791259,1.69090909090909,1.69090909090909,1.66784037558685,1.64285714285714,1.59866270430906,1.57133687878232,1.57124518613607,1.58333333333333,1.58720930232558,1.55029013539652,1.42105263157895,1.42105263157895,1.42481203007519,1.4297520661157,1.46875,1.59933665008292,1.51041666666667,1.54362416107383,1.54774436090226,1.52722443559097,1.68938233792751,1.59883720930233,1.57936507936508,1.57936507936508,1.5311510031679,1.48421052631579,1.45161290322581,1.48412698412698,1.58142291091771,1.66666666666667,1.7208413001912,1.60738255033557,1.5952380952381,1.46842105263158,1.60131032278683,1.45,1.59484916125541,1.50569490131579,1.57866948257656,1.60131032278683,1.43888888888889,1.52631578947368,1.57926829268293,1.666,1.69230769230769,1.69663636363636,1.60632285411515,1.58522727272727,1.59,1.64002218661408,1.61042944785276,1.61042944785276,1.73487261146497,1.63047662298343,1.7431693989071,1.74961119751166,1.70454545454545,1.67304015296367,1.62028499580889,1.63220675944334
