RegionID,RegionName,StateName,SizeRank,Price
84353,60098,IL,1652,183900
91899,77389,TX,1653,286500
94725,85009,AZ,1654,142400
86353,64114,MO,1655,177900
77029,44129,OH,1656,
399654,85140,AZ,1657,
58937,2840,RI,1658,
94278,83705,ID,1658,222300
97416,93705,CA,1659,190700
96650,92108,CA,1660,363900
62188,11704,NY,1661,
96045,90064,CA,1662,1516700
82272,55422,MN,1663,228600
81297,53217,WI,1664,356500
72441,33138,FL,1665,
96356,91326,CA,1666,760500
72700,33594,FL,1667,
97542,94070,CA,1668,
62147,11554,NY,1669,
84492,60441,IL,1670,192900
72545,33326,FL,1671,331500
76735,43537,OH,1672,
90272,74063,OK,1673,
60828,7840,NJ,1674,
72233,32807,FL,1675,182500
60547,7032,NJ,1676,315600
89981,73159,OK,1676,
73142,34606,FL,1676,
61165,8742,NJ,1677,
96733,92220,CA,1678,255600
88474,70094,LA,1679,
79800,49548,MI,1680,122700
71030,30310,GA,1681,
96559,91941,CA,1682,612700
87512,67217,KS,1683,9.50E+04
70657,29680,SC,1684,196400
96349,91316,CA,1685,608100
99160,97267,OR,1686,392800
65685,19002,PA,1687,
73207,34758,FL,1688,193900
77668,45429,OH,1689,152900
399730,84081,UT,1690,
67224,22306,VA,1691,
62530,12309,NY,1692,
88418,70005,LA,1693,276700
72168,32720,FL,1694,
87866,68116,NE,1695,240100
65802,19135,PA,1696,109500
63586,14534,NY,1697,
86280,64015,MO,1698,
72314,32937,FL,1699,292800
77661,45420,OH,1700,79700
62524,12303,NY,1701,
96969,92651,CA,1701,1960500
58993,2919,RI,1702,229700
96162,90504,CA,1702,719700
60936,8043,NJ,1703,
67757,23513,VA,1703,176400
67602,23227,VA,1704,236400
91214,76053,TX,1704,201100
60364,6512,CT,1705,
81303,53223,WI,1706,137800
82223,55372,MN,1707,315100
93294,80218,CO,1708,366500
76771,43612,OH,1709,
93588,80910,CO,1710,208400
99512,98027,WA,1711,713600
399661,85395,AZ,1711,319600
100156,99207,WA,1712,141700
96963,92637,CA,1713,332600
96672,92131,CA,1714,768100
79215,48446,MI,1715,
66598,20745,MD,1716,
72900,33907,FL,1717,
72669,33542,FL,1718,
58762,2453,MA,1719,541400
94220,83605,ID,1720,
99523,98038,WA,1720,461800
87894,68164,NE,1721,171700
63637,14616,NY,1722,95900
99159,97266,OR,1723,303900
93251,80122,CO,1724,425800
82041,55016,MN,1725,255600
73197,34743,FL,1726,
67608,23233,VA,1727,310500
67132,22042,VA,1728,
65728,19050,PA,1729,
97413,93702,CA,1730,147100
66846,21237,MD,1731,210700
93290,80214,CO,1732,371800
95826,89130,NV,1733,
97337,93561,CA,1734,275800
66720,21009,MD,1735,230400
65786,19119,PA,1736,235800
72405,33076,FL,1736,5.03E+05
73045,34223,FL,1737,2.37E+05
84502,60451,IL,1737,270700
98119,95337,CA,1738,4.21E+05
79782,49506,MI,1739,
70960,30214,GA,1740,
82117,55116,MN,1741,319200
70705,29745,SC,1742,205700
96517,91780,CA,1742,813800
97804,94602,CA,1742,
97990,95122,CA,1743,753300
72485,33183,FL,1744,239500
58749,2368,MA,1745,
58779,2474,MA,1746,
92011,77536,TX,1746,209400
60527,7011,NJ,1747,
99117,97203,OR,1748,363900
62199,11717,NY,1749,
98373,95682,CA,1749,492800
64440,16066,PA,1750,293700
95830,89134,NV,1751,
84393,60142,IL,1752,
60788,7747,NJ,1753,
84313,60050,IL,1753,179100
72574,33407,FL,1754,
76577,43209,OH,1755,263500
84632,60631,IL,1756,328400
96652,92110,CA,1756,435100
84691,60714,IL,1757,283500
66254,20164,VA,1757,363700
89983,73162,OK,1758,1.62E+05
74216,37172,TN,1759,
90786,75234,TX,1760,
85957,63139,MO,1761,1.49E+05
82293,55443,MN,1762,262400
74655,38117,TN,1763,167900
84560,60527,IL,1764,366100
94458,84095,UT,1765,
399565,29707,SC,1766,
96020,90039,CA,1767,952700
96172,90604,CA,1768,533100
82271,55421,MN,1769,
58257,1089,MA,1770,
72475,33173,FL,1771,264900
93220,80033,CO,1772,417300
753844,29486,SC,1773,204300
72293,32905,FL,1774,1.42E+05
95983,90002,CA,1775,365900
422745,84129,UT,1776,
62271,11801,NY,1777,
82276,55426,MN,1778,2.67E+05
72242,32817,FL,1779,246800
62259,11787,NY,1780,
60656,7410,NJ,1781,
97966,95070,CA,1782,2688900
82278,55428,MN,1783,222500
74165,37086,TN,1784,
78962,48089,MI,1785,
78973,48101,MI,1786,
87502,67207,KS,1787,145500
96484,91739,CA,1787,630400
72833,33809,FL,1788,188500
72402,33073,FL,1789,339500
74566,37931,TN,1790,210900
71796,32117,FL,1791,
89443,72205,AR,1792,150700
93236,80104,CO,1793,
84299,60035,IL,1794,
79128,48317,MI,1795,
66763,21075,MD,1796,
67192,22207,VA,1797,
96515,91776,CA,1797,666300
58672,2176,MA,1798,
66255,20165,VA,1799,436700
60100,6033,CT,1800,
65718,19038,PA,1801,
61191,8822,NJ,1802,
81293,53213,WI,1803,248300
82047,55024,MN,1803,252500
74236,37205,TN,1804,5.67E+05
96355,91325,CA,1805,609500
71026,30306,GA,1806,
82129,55128,MN,1807,2.23E+05
99724,98335,WA,1808,478800
64854,17022,PA,1809,204900
74558,37921,TN,1809,134400
93475,80602,CO,1810,428800
87872,68123,NE,1811,202700
60407,6708,CT,1812,
84332,60076,IL,1813,312500
90781,75229,TX,1813,414800
65304,18015,PA,1814,122500
58968,2889,RI,1815,
66248,20155,VA,1815,447600
81300,53220,WI,1816,163800
95792,89081,NV,1817,
74148,37067,TN,1818,466400
99817,98466,WA,1819,357100
69748,28146,NC,1820,
98956,96825,HI,1820,
99014,97008,OR,1821,412100
70830,30045,GA,1822,
63641,14620,NY,1823,139600
82055,55033,MN,1824,233300
90617,75010,TX,1825,333200
67230,22312,VA,1826,
81211,53095,WI,1827,
60462,6824,CT,1828,
62475,12205,NY,1829,
99825,98498,WA,1830,317100
67769,23601,VA,1831,170200
99060,97062,OR,1832,426100
58587,2038,MA,1833,
63944,15213,PA,1834,
74376,37415,TN,1835,163500
76512,43082,OH,1836,318300
62167,11580,NY,1837,
89380,72113,AR,1838,218400
58630,2116,MA,1839,
62287,11937,NY,1840,
91294,76182,TX,1840,2.57E+05
84364,60110,IL,1841,
78013,46176,IN,1842,
97696,94306,CA,1843,2583500
97021,92802,CA,1844,5.48E+05
98044,95210,CA,1845,261400
93315,80239,CO,1846,304200
98038,95204,CA,1847,
96662,92120,CA,1848,606900
98000,95132,CA,1849,1160900
73057,34238,FL,1850,334900
96375,91352,CA,1851,541500
65624,18901,PA,1852,412900
62157,11566,NY,1853,
86385,64151,MO,1854,219200
69169,27012,NC,1855,238600
97097,93021,CA,1856,6.31E+05
66793,21133,MD,1857,215100
60151,6095,CT,1858,
95079,85743,AZ,1859,231100
94907,85331,AZ,1860,4.46E+05
58645,2131,MA,1861,
74554,37917,TN,1862,
72289,32901,FL,1863,167600
91667,77018,TX,1864,403600
64936,17110,PA,1865,130200
61996,11050,NY,1866,
65329,18052,PA,1866,185500
96985,92675,CA,1866,703100
97421,93710,CA,1867,257400
78988,48116,MI,1868,
72194,32757,FL,1869,247500
74480,37801,TN,1869,
60574,7065,NJ,1870,239900
60614,7110,NJ,1871,
72721,33618,FL,1871,
91205,76040,TX,1872,215200
90273,74066,OK,1873,
84356,60102,IL,1874,2.20E+05
91190,76016,TX,1875,
96581,92008,CA,1876,
92007,77532,TX,1877,208200
66213,20111,VA,1878,3.28E+05
99066,97070,OR,1879,458200
97067,92869,CA,1880,718100
72205,32773,FL,1881,165300
93316,80241,CO,1882,364600
67227,22309,VA,1883,
92273,78132,TX,1884,3.72E+05
93589,80911,CO,1885,244700
58528,1876,MA,1886,
70872,30094,GA,1887,
96091,90221,CA,1888,380300
60564,7054,NJ,1889,456600
97588,94134,CA,1890,
98450,95842,CA,1891,2.62E+05
99139,97225,OR,1892,502300
96633,92083,CA,1893,476200
96795,92311,CA,1894,125900
96665,92123,CA,1895,
75873,41018,KY,1896,
99514,98029,WA,1897,626300
90761,75208,TX,1898,
99134,97220,OR,1899,325100
61864,10562,NY,1900,447200
65652,18940,PA,1901,
58711,2302,MA,1902,
96268,91007,CA,1902,
98447,95838,CA,1903,2.31E+05
84390,60139,IL,1904,189600
66734,21030,MD,1905,311400
81191,53072,WI,1906,
94639,84660,UT,1907,
94422,84057,UT,1908,
67709,23435,VA,1909,274700
80082,50021,IA,1909,218600
70861,30082,GA,1910,
67545,23116,VA,1911,323600
72232,32806,FL,1912,259400
73375,35205,AL,1913,
89957,73132,OK,1914,146300
69824,28278,NC,1915,294200
72821,33781,FL,1916,
84427,60181,IL,1917,210500
91236,76087,TX,1918,279600
67140,22079,VA,1919,
98351,95660,CA,1920,242800
99099,97132,OR,1920,356300
94766,85053,AZ,1921,211200
72592,33426,FL,1922,
84550,60516,IL,1923,313200
92659,78750,TX,1923,326100
75510,40065,KY,1924,182800
79120,48309,MI,1925,284700
93597,80919,CO,1926,374300
70800,30013,GA,1927,
98011,95148,CA,1928,966600
65324,18045,PA,1929,219500
69772,28209,NC,1929,307400
69402,27545,NC,1930,220600
93279,80202,CO,1931,528500
62194,11710,NY,1932,
79146,48336,MI,1933,179400
71797,32118,FL,1934,
60965,8075,NJ,1935,
94255,83651,ID,1936,
60900,8003,NJ,1937,
94273,83687,ID,1938,
65937,19454,PA,1939,
85345,62221,IL,1940,
99963,98684,WA,1941,307900
66277,20191,VA,1942,
90320,74137,OK,1943,313600
67147,22101,VA,1944,
60455,6811,CT,1945,
73026,34202,FL,1946,363400
58611,2072,MA,1947,
92563,78626,TX,1948,240100
91981,77493,TX,1949,219500
76496,43062,OH,1950,226800
97809,94607,CA,1951,
58646,2132,MA,1952,
86277,64012,MO,1953,
60555,7042,NJ,1954,
77043,44143,OH,1955,
60162,6109,CT,1956,
96929,92586,CA,1957,247300
66582,20723,MD,1958,362600
78954,48080,MI,1958,
58551,1923,MA,1959,
94451,84088,UT,1960,
93310,80234,CO,1960,349400
92356,78260,TX,1961,
71181,30534,GA,1962,
82284,55434,MN,1963,
82106,55105,MN,1963,343300
97498,94002,CA,1963,1727300
97986,95118,CA,1964,1168800
58480,1757,MA,1965,
72244,32819,FL,1966,321900
89448,72211,AR,1967,1.81E+05
95078,85742,AZ,1968,214400
74136,37055,TN,1969,
79794,49525,MI,1969,207900
91194,76020,TX,1969,195600
98299,95603,CA,1970,442900
89932,73107,OK,1971,1.08E+05
65792,19125,PA,1972,273200
97738,94530,CA,1973,
71798,32119,FL,1974,
98425,95816,CA,1975,592100
67233,22315,VA,1976,
99065,97068,OR,1976,536300
97756,94549,CA,1977,1434500
96666,92124,CA,1978,636400
95837,89141,NV,1979,
92570,78634,TX,1980,230600
62527,12306,NY,1981,
99809,98445,WA,1981,2.75E+05
79792,49519,MI,1982,157500
94275,83702,ID,1982,368100
94476,84116,UT,1983,
99910,98607,WA,1983,501700
58946,2861,RI,1984,213100
88824,70815,LA,1985,158800
60941,8050,NJ,1986,
94227,83616,ID,1987,456300
94478,84118,UT,1988,
99786,98404,WA,1989,251300
84354,60099,IL,1990,124400
79051,48192,MI,1991,
84384,60133,IL,1992,203400
99489,98001,WA,1993,3.91E+05
98039,95205,CA,1994,196100
89900,73069,OK,1995,
96473,91722,CA,1996,485800
97761,94555,CA,1997,
82199,55347,MN,1998,392100
96936,92595,CA,1998,4.09E+05
62208,11727,NY,1999,
74246,37215,TN,2000,548300
72812,33772,FL,2001,208300
96181,90621,CA,2002,581900
67613,23238,VA,2003,271300
88808,70791,LA,2003,207100
67191,22206,VA,2004,402800
97155,93215,CA,2005,201600
91186,76012,TX,2006,245800
74512,37849,TN,2007,
81307,53227,WI,2008,148200
71808,32129,FL,2009,
93258,80129,CO,2009,
92335,78239,TX,2010,
100165,99216,WA,2011,227200
79075,48220,MI,2012,165900
84475,60423,IL,2012,301700
79138,48328,MI,2013,
98368,95677,CA,2014,4.87E+05
99506,98021,WA,2015,629900
97221,93305,CA,2016,
399686,97086,OR,2017,497600
93267,80138,CO,2018,
70795,30008,GA,2019,
97586,94132,CA,2019,
79015,48150,MI,2020,
70602,29617,SC,2021,149700
72766,33703,FL,2021,
72357,33019,FL,2022,351200
96121,90274,CA,2023,1609100
72652,33510,FL,2024,
87423,67037,KS,2025,167600
77036,44136,OH,2026,
82127,55126,MN,2027,296500
62214,11735,NY,2028,
84311,60048,IL,2028,400700
97799,94596,CA,2029,
86350,64111,MO,2030,
97801,94598,CA,2031,973200
63936,15205,PA,2032,
67228,22310,VA,2033,
78924,48042,MI,2034,
82267,55417,MN,2035,265500
96352,91321,CA,2036,411300
399642,80923,CO,2037,3.06E+05
58657,2143,MA,2038,
90225,74011,OK,2039,
97938,95032,CA,2040,1972200
62129,11510,NY,2041,
79004,48135,MI,2041,
72211,32779,FL,2042,
97415,93704,CA,2043,2.37E+05
60169,6118,CT,2044,1.55E+05
72642,33487,FL,2045,
63947,15216,PA,2046,
97106,93035,CA,2047,
58969,2891,RI,2048,302600
58499,1821,MA,2049,
94929,85353,AZ,2049,215800
72905,33912,FL,2050,
82269,55419,MN,2051,
99126,97212,OR,2052,638900
67241,22401,VA,2053,
92355,78259,TX,2054,270200
65945,19468,PA,2055,
67245,22405,VA,2056,284400
63383,14043,NY,2057,
96524,91791,CA,2057,612100
73357,35173,AL,2058,
72388,33056,FL,2059,
99677,98271,WA,2059,360100
96913,92555,CA,2060,368300
93298,80222,CO,2061,409100
96169,90601,CA,2062,522300
72448,33145,FL,2063,317300
72710,33607,FL,2064,
67822,23834,VA,2065,
63856,15044,PA,2066,
67801,23703,VA,2067,
84385,60134,IL,2067,3.28E+05
64992,17257,PA,2068,152300
78952,48076,MI,2068,
72210,32778,FL,2069,192800
79735,49418,MI,2069,205300
79145,48335,MI,2070,273200
94285,83713,ID,2071,257500
90231,74017,OK,2072,136200
72668,33541,FL,2073,160300
84319,60061,IL,2073,309300
99011,97005,OR,2074,3.15E+05
60474,6851,CT,2075,
93197,80005,CO,2075,
72764,33701,FL,2076,499700
66263,20175,VA,2077,456800
59202,3801,NH,2078,436700
72575,33408,FL,2078,
96111,90260,CA,2079,559200
67131,22041,VA,2080,
87874,68127,NE,2081,175200
98049,95219,CA,2082,378600
74348,37379,TN,2083,167100
90770,75218,TX,2084,3.74E+05
66496,20603,MD,2085,
87131,66215,KS,2085,242200
62280,11901,NY,2086,
82298,55448,MN,2087,
96503,91763,CA,2088,417900
94916,85340,AZ,2089,303500
89301,72015,AR,2090,
85872,63028,MO,2091,1.73E+05
94475,84115,UT,2092,
88614,70461,LA,2093,
97417,93706,CA,2094,141800
74437,37716,TN,2095,177200
89457,72223,AR,2095,310100
74671,38135,TN,2096,167800
96377,91354,CA,2097,544800
72902,33909,FL,2098,
67611,23236,VA,2099,217600
75559,40205,KY,2100,285200
79127,48316,MI,2101,
72796,33755,FL,2102,
66725,21015,MD,2103,280500
92666,78757,TX,2104,
84333,60077,IL,2105,263600
77196,44483,OH,2106,
92340,78244,TX,2107,
97018,92782,CA,2108,702600
97084,93004,CA,2109,
87830,68046,NE,2110,256300
99759,98373,WA,2111,325400
84544,60510,IL,2112,270600
60946,8055,NJ,2113,
91200,76033,TX,2114,147900
67030,21771,MD,2115,404700
69702,28081,NC,2116,
96289,91101,CA,2117,646500
99951,98665,WA,2117,316700
66568,20708,MD,2118,315900
97578,94124,CA,2119,
96631,92081,CA,2120,
58530,1880,MA,2121,
76479,43035,OH,2122,308200
90223,74008,OK,2123,
71063,30345,GA,2124,
96212,90712,CA,2125,575300
58444,1605,MA,2126,
87883,68137,NE,2127,175500
79177,48390,MI,2128,2.01E+05
79029,48167,MI,2129,
72645,33496,FL,2130,
64935,17109,PA,2131,149200
74234,37203,TN,2132,405600
98427,95818,CA,2132,
82279,55429,MN,2133,202700
95838,89142,NV,2134,213200
738092,97003,OR,2135,336800
94911,85335,AZ,2136,195200
77616,45356,OH,2137,81600
60729,7631,NJ,2138,
72730,33629,FL,2138,
82299,55449,MN,2138,
74657,38119,TN,2139,185500
84652,60655,IL,2140,237400
75596,40258,KY,2141,
84430,60185,IL,2142,240100
99525,98040,WA,2143,1451100
90683,75089,TX,2144,259600
99787,98405,WA,2145,2.85E+05
60529,7013,NJ,2146,
71018,30296,GA,2147,
96971,92653,CA,2147,773900
71874,32221,FL,2148,170600
78965,48092,MI,2149,
60366,6514,CT,2150,
79785,49509,MI,2151,140100
88494,70131,LA,2152,174200
62265,11793,NY,2153,
96173,90605,CA,2153,530800
84287,60018,IL,2154,264100
73075,34275,FL,2155,305600
99522,98037,WA,2156,472800
417435,85119,AZ,2156,
60902,8005,NJ,2157,
62099,11413,NY,2158,454300
67167,22153,VA,2159,
82080,55068,MN,2160,282400
95073,85737,AZ,2161,2.95E+05
96330,91214,CA,2162,832200
76452,43004,OH,2163,204100
78084,46304,IN,2164,216400
94740,85024,AZ,2165,265300
58543,1906,MA,2166,
63484,14227,NY,2167,144100
75560,40206,KY,2168,173500
71730,32003,FL,2169,254100
91175,76001,TX,2170,
61978,11003,NY,2171,
60596,7090,NJ,2172,654900
65879,19355,PA,2173,
73177,34691,FL,2174,1.16E+05
58517,1851,MA,2175,
93245,80113,CO,2176,474200
94286,83714,ID,2177,259800
99572,98112,WA,2178,1237800
70916,30143,GA,2179,
67248,22408,VA,2180,258200
90318,74135,OK,2181,
96784,92284,CA,2182,207700
84432,60187,IL,2183,316900
92211,78023,TX,2183,301700
84645,60646,IL,2184,397500
72769,33706,FL,2185,416100
60552,7039,NJ,2186,
75892,41051,KY,2187,
74659,38122,TN,2188,64200
61942,10956,NY,2189,475400
73153,34639,FL,2190,2.32E+05
76490,43054,OH,2191,370800
70356,29201,SC,2192,
58889,2760,MA,2193,
99964,98685,WA,2194,386700
87891,68154,NE,2195,2.21E+05
76515,43085,OH,2196,247100
84587,60559,IL,2197,266800
76571,43202,OH,2198,252500
99566,98106,WA,2199,522500
79126,48315,MI,2200,
62661,12553,NY,2201,
91268,76123,TX,2202,198900
66246,20152,VA,2202,488900
72686,33570,FL,2203,
92047,77586,TX,2204,249200
97811,94609,CA,2205,969200
65730,19053,PA,2206,3.05E+05
63638,14617,NY,2207,
97752,94545,CA,2208,
98327,95632,CA,2209,346100
90753,75189,TX,2210,
94435,84070,UT,2211,
72308,32927,FL,2212,171800
60756,7701,NJ,2213,
82277,55427,MN,2214,251400
84573,60544,IL,2215,216500
96983,92673,CA,2216,931400
82229,55378,MN,2217,2.93E+05
84503,60452,IL,2217,197400
75576,40222,KY,2218,240100
72670,33543,FL,2219,
84695,60827,IL,2220,50200
96533,91803,CA,2221,6.72E+05
67799,23701,VA,2222,
96939,92602,CA,2223,997500
61904,10710,NY,2224,515600
62162,11572,NY,2224,
72229,32803,FL,2225,297700
99561,98101,WA,2225,633400
67166,22152,VA,2226,
399617,72019,AR,2227,
72679,33563,FL,2228,
61886,10598,NY,2229,448400
93552,80817,CO,2230,243500
72843,33830,FL,2231,142500
73260,35007,AL,2232,
65908,19406,PA,2233,
72544,33325,FL,2233,378400
73201,34747,FL,2234,
60107,6042,CT,2235,
60541,7026,NJ,2236,
72368,33030,FL,2237,222700
71260,30655,GA,2238,
97330,93552,CA,2238,303700
94881,85297,AZ,2239,319200
87887,68144,NE,2240,173100
94222,83607,ID,2241,
96989,92679,CA,2242,
98314,95618,CA,2243,565500
82158,55305,MN,2244,349500
96374,91351,CA,2245,478800
96948,92614,CA,2246,808300
71876,32223,FL,2247,263800
87799,68005,NE,2248,134300
71834,32169,FL,2249,
66812,21202,MD,2250,202500
85893,63052,MO,2251,204800
78093,46322,IN,2252,168700
94447,84084,UT,2253,
99550,98072,WA,2254,704800
99791,98409,WA,2255,230400
78047,46234,IN,2256,
96387,91364,CA,2257,891100
66718,21001,MD,2258,2.05E+05
60131,6074,CT,2259,
81412,53593,WI,2260,3.44E+05
58504,1830,MA,2261,
97726,94518,CA,2262,661900
98069,95242,CA,2263,376600
99761,98375,WA,2264,326400
60490,6880,CT,2265,1.01E+06
78966,48093,MI,2266,
399577,33579,FL,2267,
73166,34677,FL,2268,239700
63474,14217,NY,2269,149700
96778,92277,CA,2269,1.16E+05
97798,94595,CA,2270,
70867,30088,GA,2271,
77413,45039,OH,2272,2.22E+05
96040,90059,CA,2273,363100
399582,33967,FL,2274,
74483,37804,TN,2275,
61171,8755,NJ,2276,
60293,6410,CT,2277,
97414,93703,CA,2278,183500
99584,98126,WA,2279,599900
97076,92883,CA,2280,482500
94641,84663,UT,2281,
58885,2745,MA,2282,
96745,92236,CA,2283,2.41E+05
84314,60051,IL,2284,181900
96109,90254,CA,2285,1666100
89383,72116,AR,2286,158500
73034,34210,FL,2287,186700
60526,7010,NJ,2288,
95013,85629,AZ,2289,205600
77016,44116,OH,2290,
81244,53144,WI,2291,
69766,28203,NC,2292,332600
87857,68106,NE,2293,159700
60789,7748,NJ,2294,
78119,46375,IN,2295,
73332,35124,AL,2296,
73212,34769,FL,2297,
99727,98338,WA,2298,353900
66495,20602,MD,2299,
77132,44319,OH,2300,130900
69661,28012,NC,2301,198500
66631,20784,MD,2302,
74674,38138,TN,2303,297700
72547,33328,FL,2304,351100
81275,53189,WI,2304,
97805,94603,CA,2305,
93582,80904,CO,2306,271700
58783,2478,MA,2307,
72728,33625,FL,2308,
79139,48329,MI,2309,177500
58940,2852,RI,2310,366400
399578,33596,FL,2311,
98433,95824,CA,2312,221300
66580,20721,MD,2313,349700
96244,90810,CA,2313,
92334,78238,TX,2314,
70274,29045,SC,2315,
79136,48326,MI,2316,172400
82040,55014,MN,2317,
99758,98372,WA,2317,353800
65699,19018,PA,2318,
75577,40223,KY,2319,
62160,11570,NY,2320,
94851,85259,AZ,2320,576100
87513,67218,KS,2321,91300
60404,6704,CT,2322,
70936,30168,GA,2323,
95841,89145,NV,2323,
63900,15101,PA,2324,
96284,91042,CA,2325,617200
76942,44012,OH,2326,
84272,60002,IL,2327,199100
60752,7675,NJ,2328,
71749,32043,FL,2329,208900
74374,37412,TN,2330,121500
88829,70820,LA,2330,158600
63933,15202,PA,2331,
66798,21146,MD,2332,
69749,28147,NC,2333,
73046,34224,FL,2334,1.80E+05
60768,7719,NJ,2335,
399713,60642,IL,2336,447300
62211,11731,NY,2337,
66222,20121,VA,2337,
91315,76226,TX,2338,414200
76583,43215,OH,2339,315600
82261,55411,MN,2339,157300
95793,89084,NV,2340,
69704,28083,NC,2341,
62478,12208,NY,2342,
90301,74112,OK,2342,
97006,92706,CA,2343,651200
81249,53150,WI,2344,
96926,92583,CA,2345,257200
58501,1824,MA,2346,
399731,85756,AZ,2346,173900
70813,30028,GA,2347,
99086,97116,OR,2348,336700
72256,32832,FL,2349,3.11E+05
58490,1803,MA,2350,
60665,7424,NJ,2351,
77539,45248,OH,2352,137900
417440,85132,AZ,2353,173400
60844,7860,NJ,2354,
73041,34219,FL,2354,265800
86389,64155,MO,2355,212500
63480,14223,NY,2356,155300
58581,2026,MA,2357,
87811,68022,NE,2357,332900
74569,37934,TN,2358,
79775,49464,MI,2358,
62204,11722,NY,2359,
58520,1854,MA,2360,
76529,43113,OH,2361,168100
93600,80922,CO,2361,285800
96495,91752,CA,2362,499200
87881,68135,NE,2363,2.43E+05
70899,30122,GA,2364,
60667,7430,NJ,2365,
72923,33936,FL,2366,
72395,33066,FL,2367,139500
67174,22180,VA,2368,
84342,60087,IL,2368,156600
88601,70448,LA,2369,
91711,77062,TX,2370,236800
65339,18064,PA,2371,223900
71046,30327,GA,2371,
89841,73003,OK,2372,1.55E+05
72951,33993,FL,2373,
96887,92508,CA,2374,485500
95025,85641,AZ,2375,250900
73410,35243,AL,2376,
93240,80108,CO,2377,
58273,1108,MA,2378,
61827,10512,NY,2379,
98438,95829,CA,2380,401700
97847,94801,CA,2381,421600
84406,60156,IL,2382,213400
79117,48306,MI,2383,402200
82048,55025,MN,2383,255700
91203,76036,TX,2384,201300
70266,29036,SC,2385,
96941,92604,CA,2386,747800
62134,11530,NY,2387,
65337,18062,PA,2387,2.43E+05
96998,92694,CA,2388,777700
64867,17036,PA,2389,
60522,7006,NJ,2390,
73156,34654,FL,2391,185600
86279,64014,MO,2392,174300
66784,21114,MD,2393,
93259,80130,CO,2393,
98457,95864,CA,2394,482200
60332,6473,CT,2395,
61785,10309,NY,2396,489500
93261,80132,CO,2397,489500
67122,22032,VA,2398,
94955,85381,AZ,2399,261700
60899,8002,NJ,2400,
99020,97015,OR,2401,4.08E+05
69725,28112,NC,2402,
99618,98188,WA,2403,315900
66667,20853,MD,2404,
99678,98272,WA,2404,432400
79137,48327,MI,2405,163100
71019,30297,GA,2406,
99757,98371,WA,2406,339600
93242,80110,CO,2407,367600
96788,92301,CA,2408,212700
62138,11542,NY,2409,
92044,77583,TX,2409,259500
94886,85304,AZ,2410,229900
91868,77355,TX,2411,259200
72822,33782,FL,2412,1.72E+05
66870,21286,MD,2413,231600
91176,76002,TX,2414,234700
77538,45247,OH,2415,
82270,55420,MN,2415,2.35E+05
82124,55123,MN,2416,333300
96354,91324,CA,2417,626500
62273,11803,NY,2418,
84518,60467,IL,2419,309700
62220,11741,NY,2420,
69457,27617,NC,2421,266300
97397,93654,CA,2421,
87856,68105,NE,2422,
60950,8060,NJ,2423,
87139,66223,KS,2424,321300
88487,70124,LA,2425,4.44E+05
58207,1013,MA,2426,
60977,8088,NJ,2427,
96584,92011,CA,2428,
97229,93314,CA,2429,334300
91235,76086,TX,2430,150400
77528,45237,OH,2431,
72246,32821,FL,2432,209800
61865,10566,NY,2433,317600
65817,19150,PA,2434,154400
93391,80439,CO,2435,573200
60773,7724,NJ,2436,
85885,63043,MO,2437,172800
70989,30260,GA,2438,
97113,93060,CA,2439,434400
62206,11725,NY,2440,
62098,11412,NY,2441,469300
96338,91303,CA,2442,474400
63477,14220,NY,2443,
58595,2050,MA,2444,
72676,33556,FL,2444,379900
63644,14623,NY,2445,
64888,17057,PA,2446,135300
87858,68107,NE,2447,120100
99624,98199,WA,2447,935400
72671,33544,FL,2448,267700
96436,91504,CA,2448,842600
91838,77316,TX,2449,307100
96213,90713,CA,2449,600700
74195,37138,TN,2450,229700
99788,98406,WA,2451,341800
69439,27597,NC,2452,183800
86021,63367,MO,2452,
96661,92119,CA,2453,562600
61939,10952,NY,2454,644100
78918,48036,MI,2455,
86328,64081,MO,2456,2.25E+05
72396,33067,FL,2457,436500
77038,44138,OH,2458,
93566,80831,CO,2459,334200
77677,45440,OH,2460,185100
96043,90062,CA,2461,5.28E+05
97989,95121,CA,2462,963100
72197,32763,FL,2463,
96485,91740,CA,2463,521700
58676,2186,MA,2464,
94791,85085,AZ,2464,342300
58527,1867,MA,2465,
63473,14216,NY,2466,
72694,33584,FL,2466,
91270,76126,TX,2467,2.50E+05
677175,84009,UT,2468,
94465,84105,UT,2469,
86029,63379,MO,2470,
96203,90680,CA,2471,430200
99496,98008,WA,2472,849300
96337,91302,CA,2473,1534700
63485,14228,NY,2474,
89247,71909,AR,2475,149300
73215,34772,FL,2476,
60487,6877,CT,2477,
82296,55446,MN,2478,422900
67164,22150,VA,2479,
97999,95131,CA,2479,1112900
70448,29403,SC,2480,
58959,2879,RI,2481,
99537,98055,WA,2481,394400
99950,98664,WA,2481,290100
60079,6002,CT,2482,
76947,44024,OH,2483,
96555,91932,CA,2484,613300
84567,60538,IL,2485,194900
94457,84094,UT,2486,
67176,22182,VA,2487,
77998,46158,IN,2488,
72309,32931,FL,2489,
93141,79932,TX,2490,180200
67133,22043,VA,2491,614400
74203,37148,TN,2492,
94885,85303,AZ,2492,196900
62237,11763,NY,2493,
96857,92394,CA,2493,2.43E+05
97822,94621,CA,2494,
99513,98028,WA,2495,672400
100152,99203,WA,2496,284300
72677,33558,FL,2497,334800
99956,98671,WA,2498,413500
91859,77345,TX,2499,260300
