Zip,City,State,Metro,CountyName,SizeRank,Latitude,Longitude,ForecastYoYPctChange,MedianPrice,Zhvi,MoM,QoQ,YoY,PeakZHVI,PctFallFromPeak,PriceToRentRatio,MarketHealthIndex,SellForGain,NegativeEquity,Delinquency,DaysOnMarket,MedianPricePerSqft
10002,New York,NY,New York,New York,8,40.707647,-74.011353,3.173754317,1550000,1013500,0.002770357,0.018695346,0.018388264,1013500,0,24.28,4.01271245,100,,,141,1995.884774
10005,New York,NY,New York,New York,6693,40.707473,-74.011104,3.682445429,1240000,1195700,-0.008293937,-0.021201703,0.006905263,1229200,-0.027253498,23.57,3.383998895,100,0.092198582,0,141,1333.056478
10007,New York,NY,New York,New York,8578,40.713941,-74.007401,0.965495792,3998000,2733000,-0.003936147,0.001502437,0.017877095,2865400,-0.046206463,27.49,3.017825066,100,0.084033613,0,141,2060.606061
10009,New York,NY,New York,New York,22,40.72775,-73.980396,-0.33753453,1597000,1158400,-0.009152339,-0.01345597,-0.042407208,1219300,-0.049946691,25.66,0.631477131,100,,,141,1784.67113
1001,Agawam,MA,Springfield,Hampden,5745,42.06954,-72.61481,4.943245779,213000,213200,0,0.011865211,0.080040527,213200,0,11.26,2.313113168,75,0.069027828,0.068062827,71,156.1458333
10013,New York,NY,New York,New York,1937,40.722105,-74.003497,1.95579914,3750000,3092700,0.00074424,0.006771054,-0.038638483,3350600,-0.076971289,27.85,4.224816913,100,0.067708333,0,141,1991.508181
10016,New York,NY,New York,New York,14,40.745527,-73.978449,3.028596104,1430000,1042100,-0.004775093,0.004821136,-0.003156686,1091200,-0.044996334,23.33,1.861268481,100,0.106484642,0.025641026,172,1446.490095
10019,New York,NY,New York,New York,80,40.765926,-73.985443,3.848426412,1695000,1296400,-0.002692515,0.011627,0.006834421,1353600,-0.042257683,24.76,3.638247893,93.33,0.07300885,0,125,1725.894899
1002,Amherst,MA,Springfield,Hampshire,4132,42.367092,-72.464571,2.391382947,379250,331900,-0.003003905,0.009735321,0.076548816,332900,-0.003003905,12.43,3.980240431,92.31,0.045414847,0.038461538,88,211.8817317
10027,New York,NY,New York,New York,224,40.812242,-73.9532,-3.471863848,995000,1092900,-0.018147516,-0.007807535,0.094103514,1119600,-0.023847803,27.62,2.912809175,100,,,141,968.1125044
10029,New York,NY,New York,New York,25,40.791884,-73.943517,2.811849784,949750,788200,-0.009425663,-0.015488384,0.026836894,801600,-0.016716567,26.84,1.843305237,100,,,141,1251.968504
10036,New York,NY,New York,New York,711,40.75953,-73.989847,4.814059754,1260000,1138000,-0.012152778,-0.015485769,-0.032148325,1208400,-0.058258855,24.98,3.828934641,90,0.062857143,0,141,1610.725125
10038,New York,NY,New York,New York,3421,40.710223,-74.003368,1.439012948,1635000,1065800,-0.013696095,0.010141219,0.012251876,1080600,-0.013696095,24.03,1.090230759,100,,,141,1692.307692
10069,New York,NY,New York,New York,8343,40.777952,-73.988381,-1.672620913,2537500,1914600,-0.011360116,-0.006641071,-0.042652133,2038300,-0.060687828,26.39,3.129059002,100,0.048498845,0,141,1948.362194
1007,Belchertown,MA,Springfield,Hampshire,6667,42.280267,-72.402056,5.987332609,299450,276300,0.002903811,0.011346999,0.045007564,276300,0,12.62,3.842752522,100,0.046303211,0.048387097,74,166.4680175
1013,Chicopee,MA,Springfield,Hampden,4508,42.154904,-72.602804,6.831081081,185000,177600,-0.000562746,0.005662514,0.07376058,177700,-0.000562746,10.57,3.748100041,100,0.075715605,0.12804878,83,149.4736842
1020,Chicopee,MA,Springfield,Hampden,2654,42.150156,-72.606995,5.730810235,194943.5,187600,0,0.000533333,0.062889518,187600,0,10.81,2.314494956,88.89,0.064257028,0.110294118,73,163.0084224
1027,Easthampton,MA,Springfield,Hampshire,5199,42.26676,-72.66898,4.894716692,316250,261200,0.00268714,0.0155521,0.082469954,261200,0,12.81,5.183777808,100,0.027620397,0.025641026,74,190.8040599
1028,East Longmeadow,MA,Springfield,Hampden,6388,42.062009,-72.49874,4.131973836,322400,259900,0.001155624,0.013650546,0.096161957,259900,0,11.58,4.060384137,90,0.050789293,0.067567568,71,172.2431078
10280,New York,NY,New York,New York,7615,40.708857,-74.016217,0.812465708,947500,911300,-0.01566213,0.008856415,0.01221815,925800,-0.01566213,21.61,2.328312837,100,0.098546042,0,141,1272.430669
1030,Agawam,MA,Springfield,Hampden,7556,42.06815,-72.6787,6.312141099,277400,243800,0.002879473,0.013300083,0.021365731,244400,-0.002454992,11.88,3.58781263,100,0.042574257,0.058139535,65,175.8487654
10301,New York,NY,New York,Richmond,2186,40.623632,-74.093323,8.669872958,547000,551000,0.00878799,0.033189574,0.086999408,551000,0,21.03,8.907696559,,0.065088757,0.090909091,161,392.8571429
10302,New York,NY,New York,Richmond,7136,40.634534,-74.129284,10.92717155,427294,413300,0.001696558,0.010760577,0.028621205,413300,0,17.25,4.564045875,,0.073858115,0.223684211,141,343.7791937
10303,New York,NY,New York,Richmond,5697,40.631697,-74.165016,11.39167351,382500,365100,0.001096792,0.017842208,0.112770497,365100,0,15.22,5.543733591,,0.09921671,0.163157895,142,323.8636364
10304,New York,NY,New York,Richmond,2060,40.608389,-74.093684,8.153088291,599243.5,527800,0.005908138,0.026648512,0.115148954,527800,0,20.44,6.557275114,,0.05252686,0.181818182,128,415.6695157
10305,New York,NY,New York,Richmond,2495,40.60695,-74.060596,8.735881346,569888,525900,0.007471264,0.029561472,0.105296343,525900,0,20.18,9.360923034,,0.042134831,0.05,136.5,428.5714286
10306,New York,NY,New York,Richmond,837,40.559668,-74.12241,7.833919645,598400,540100,0.007461295,0.028370145,0.1214701,540100,0,21.31,7.608815808,,0.038802661,0.142857143,120.5,430.6537102
10307,New York,NY,New York,Richmond,8031,40.510723,-74.24194,8.672163121,745000,564000,0.001420455,0.019154319,0.103934234,564000,0,23.35,8.504905348,,0.030501089,0.142857143,141,378.2438091
10308,New York,NY,New York,Richmond,5064,40.551191,-74.148893,9.679660363,577000,518200,0.00348567,0.010333398,0.071768356,518200,0,20.86,8.764681498,,0.031397174,0.075,135,412.6984127
10309,New York,NY,New York,Richmond,4438,40.531767,-74.218779,10.33451015,639000,566500,0.004788932,0.011065501,0.049851742,566500,0,21.43,7.928699737,,0.028877888,0.142857143,146,368.8310249
10312,New York,NY,New York,Richmond,958,40.545163,-74.174692,9.007900677,589000,531600,0.002640513,0.014116749,0.07611336,531600,0,21.32,7.85684676,,0.035421392,0.103448276,137,368.6695906
10314,New York,NY,New York,Richmond,101,40.621891,-74.129092,8.045767905,550000,522200,0.003458878,0.021517997,0.085429225,522200,0,20.15,8.52770485,,0.036634401,0.085365854,133.5,391.7825537
1040,Holyoke,MA,Springfield,Hampden,1769,42.198291,-72.64207,5.671680498,224900,192800,0.002079002,0.012605042,0.067552602,192800,0,11.27,1.621528258,76.47,0.07234315,0.088495575,66,130.7254408
10461,New York,NY,New York,Bronx,1027,40.845279,-73.843103,10.64769926,459000,486800,0.016496137,0.055507372,0.062882096,486800,0,23.1,5.924416195,100,0.067961165,0.063492063,105.5,344.3349754
10462,New York,NY,New York,Bronx,39,40.842729,-73.854703,19.33587258,169499.5,144400,0.012622721,0.031428571,0.137903861,144400,0,9.73,5.89954401,91.67,0.17254902,0.079545455,114.5,226.3636364
10465,New York,NY,New York,Bronx,2775,40.826879,-73.825153,7.736259229,517200,487600,0.007854485,0.017104714,0.070707071,487600,0,22.26,7.154898439,88.89,0.068836045,0.136363636,148,336.689742
10466,New York,NY,New York,Bronx,613,40.890964,-73.846239,8.828811974,449000,427600,0.005644403,0.011831519,0.097817715,427600,0,19.66,5.009672516,75,0.09034749,0.273504274,155,293.3226178
10469,New York,NY,New York,Bronx,936,40.869978,-73.844903,9.808574049,485000,436200,0.009021513,0.024665257,0.059766764,436200,0,21.86,7.697941136,85.71,0.076035658,0.213793103,175,322.2235237
10473,New York,NY,New York,Bronx,687,40.816229,-73.860304,7.983373494,349500,415000,0.007037127,0.03801901,0.179647527,415000,0,18.08,6.848832389,50,0.108468126,0.175438596,177,288.1481481
10504,North Castle,NY,New York,Westchester,9044,41.121175,-73.715214,4.569652808,1412000,933200,-0.006070934,0.001287554,0.007775378,1294200,-0.278936795,14.99,3.431670582,100,0.064967105,0.012658228,223.5,375.3951528
10509,Southeast,NY,New York,Putnam,5959,41.39732,-73.61707,8.504145408,385000,313600,0.002237136,0.011286682,0.050234427,408600,-0.232501224,11.62,1.178665193,45.45,0.090720581,0.091428571,103,224.847561
10510,Briarcliff Manor,NY,New York,Westchester,8504,41.14565,-73.82375,5.163616646,918000,737700,0.000678242,0.015276631,0.026865256,839200,-0.120948522,15.13,4.137073373,,0.049751244,0.02,111,309.2105263
10512,Lake Carmel,NY,New York,Putnam,4402,41.461483,-73.670963,8.384087791,339900,291600,0.003786575,0.01214856,0.058439201,362700,-0.196029777,10.54,1.305789692,80,0.107747748,0.123745819,112,217.2782733
10514,Chappaqua,NY,New York,Westchester,8143,41.16845,-73.76197,3.585891648,999999,886000,0.002602693,0.021796794,0.041372826,1067000,-0.169634489,13.89,4.126019069,100,0.052479538,0.082568807,126,331.4896755
10516,Philipstown,NY,New York,Putnam,9332,41.4621,-73.875003,2.306602871,599000,522500,0.003264209,0.030165615,0.121726063,522500,0,15.54,3.61890286,100,0.052369077,0.142857143,117,304.0151515
10524,Philipstown,NY,New York,Putnam,9787,41.375016,-73.931844,3.739954667,625000,485300,-0.000617792,0.017187173,0.165186074,504600,-0.038248117,13.37,5.992814702,100,0.066666667,0,117,291.4052029
10528,Harrison,NY,New York,Westchester,7705,40.979118,-73.723036,1.819744271,1499000,1204400,0.005426162,0.018433959,0.148031646,1279600,-0.058768365,14.69,6.186265027,100,0.02764977,0.166666667,111,410.899116
10536,Somers,NY,New York,Westchester,8359,41.25898,-73.68541,8.237002342,864925,640500,0.00078125,0.000624902,0.025784753,807000,-0.206319703,14.46,4.155727511,100,0.072232645,0.012987013,101,275.8491975
10541,Carmel,NY,New York,Putnam,5107,41.412395,-73.752059,6.060250391,449000,383400,0.002877321,0.006563402,0.044686649,464100,-0.173884939,13.09,2.337294459,88.89,0.074801662,0.151515152,105,252.9039071
10549,Mount Kisco,NY,New York,Westchester,6502,41.197329,-73.72286,4.506329114,830000,695200,-0.009122007,-0.024006739,0.00129627,800100,-0.131108611,14.12,0.418681774,85.71,0.050718512,0.116666667,111.5,304.2309246
1056,Ludlow,MA,Springfield,Hampden,5123,42.16009,-72.47592,7.054428044,277000,216800,0.001848429,0.001848429,0.017840376,221300,-0.020334388,11.81,3.377089954,100,0.058842759,0.061111111,73,166.7109575
10562,Ossining,NY,New York,Westchester,3410,41.16287,-73.86152,7.741509434,399450,424000,0.0014171,0.014596793,0.016299137,503700,-0.158229105,12.26,0.695039381,75,0.064788732,0.095652174,89,246.8701841
10566,Peekskill,NY,New York,Westchester,4516,41.29009,-73.92042,11.64884488,265000,303000,0.008655126,0.050988554,0.115611193,374000,-0.189839572,10.47,3.168439961,0,0.19361413,0.098245614,104.5,125
10570,Pleasantville,NY,New York,Westchester,7883,41.131069,-73.792214,4.344204563,840395,653100,0.002609764,0.027694729,0.006782796,701100,-0.068463843,15.09,4.191654,100,0.035149385,0.033333333,111,361.4106261
10573,Port Chester,NY,New York,Westchester,2857,41.022193,-73.679799,4.069565217,682000,621000,0.002421308,0.018867925,0.059004093,656700,-0.054362723,12.33,5.227995026,,0.051438053,0.086021505,131,342.1795131
10576,Pound Ridge,NY,New York,Westchester,9610,41.208519,-73.568126,2.869225928,1030000,794500,-0.000628931,-0.013166066,-0.009351621,1097100,-0.275818066,14,0.271521349,,0.093439364,0.085106383,111,313.9590225
10579,Putnam Valley,NY,New York,Putnam,8620,41.33593,-73.87403,5.203718459,415000,376500,0.000797448,-0.003177125,0.070210347,451900,-0.166851073,12.93,0.709548155,42.86,0.101265823,0.067307692,117,237.1673004
10580,Rye,NY,New York,Westchester,6462,40.978942,-73.69332,2.558182341,2097500,1738500,-0.004352557,-0.004010312,0.019827536,1751700,-0.007535537,15.05,2.408456543,83.33,0.032555616,0.05,128,578.9717462
10583,Scarsdale,NY,New York,Westchester,2114,40.992686,-73.799476,3.444572416,1199500,1041900,-0.010447336,-0.026716488,-0.008752735,1074000,-0.029888268,14.18,1.339643499,80,0.041996482,0.036649215,110,469.9398798
10589,Somers,NY,New York,Westchester,8198,41.326544,-73.693685,9.878272853,507500,435400,0,0.007637121,0.00787037,515400,-0.155219247,13.05,1.949012022,50,0.050969131,0.028169014,101,273.7548802
10598,Yorktown,NY,New York,Westchester,4068,41.29565,-73.80819,6.941461268,495000,454400,0.003755246,0.012477718,0.022732388,518300,-0.123287671,12.7,4.26212519,84.62,0.042900043,0.09,109,276.2083333
1060,Northampton,MA,Springfield,Hampshire,6021,42.321488,-72.630588,4.194435132,309000,298300,0.010501355,0.037926235,0.050352113,298300,0,13.88,7.613652066,100,0.051928783,0,69,243.4782609
10607,Greenburgh,NY,New York,Westchester,9373,41.039235,-73.807293,5.271682941,564500,522300,0.005583365,0.027744982,0.081814416,579900,-0.09932747,13.67,3.690064944,100,0.086419753,0.131868132,101,304.9490539
10701,Yonkers,NY,New York,Westchester,278,40.946107,-73.866926,5.336593664,249000,470300,0.00170394,0.023058516,0.073254222,498900,-0.057326117,14.36,2.504490811,50,,,119,197.7272727
1075,South Hadley,MA,Springfield,Hampshire,6089,42.24984,-72.58152,4.820276498,252795,238700,0.00251995,0.027993109,0.086481566,238700,0,12.13,5.537515545,100,0.052496329,0.020979021,64.5,174.9166667
1077,Southwick,MA,Springfield,Hampden,8107,42.05482,-72.77037,4.996789727,319900,249200,-0.001602564,0.008090615,0.066780822,253700,-0.017737485,11.85,2.367002902,100,0.059010152,0.053763441,71,176.2177645
10801,New Rochelle,NY,New York,Westchester,2327,40.91757,-73.784858,5.797699849,499000,530400,0.003785011,0.005688282,-0.001129944,573700,-0.075474987,13.54,1.62014647,100,0.070216049,0.197802198,108,240
10804,New Rochelle,NY,New York,Westchester,7349,40.951498,-73.786526,3.936497144,829900,735400,-0.002847458,0.008502468,0.040905874,814000,-0.096560197,14.13,2.731104049,57.14,0.042952208,0.042253521,134,324.4711264
1089,West Springfield,MA,Springfield,Hampden,3128,42.125793,-72.645334,6.377798081,231450,218900,0.002289377,0.020988806,0.074619539,218900,0,11.43,4.19856294,100,0.072807018,0.048192771,65,155.7422032
10901,Ramapo,NY,New York,Rockland,4757,41.116908,-74.155094,5.556121366,450000,471300,-0.00359408,-0.005696203,0.06076975,550500,-0.14386921,13.19,1.40182396,92.31,0.060829136,0.133757962,120,229.707113
10916,Hamptonburgh,NY,New York,Orange,9833,41.435336,-74.258435,8.174733638,419900,328500,0.005201958,0.012950971,0.084516342,412500,-0.203636364,12.18,3.843443416,,0.119565217,0.113636364,115,171.3928571
10918,Chester,NY,New York,Orange,7955,41.36259,-74.27126,10.71423562,354450,285200,0.015307939,0.040875912,0.075414781,353300,-0.192754033,12.02,4.76095067,,0.157811261,0.120603015,115,167.5073082
10923,West Haverstraw,NY,New York,Rockland,8817,41.203984,-74.003167,11.49446154,359000,325000,0.007127363,0.029132362,0.108080464,440500,-0.262202043,11.54,3.497305513,50,0.132124352,0.18627451,113,247.9576366
10924,Goshen,NY,New York,Orange,7511,41.40204,-74.32432,10.51105066,349900,294100,0.015889465,0.044018459,0.069454545,357000,-0.176190476,12.12,4.894984109,,0.135506003,0.107594937,115,186.7394041
10925,Greenwood Lake,NY,New York,Orange,9285,41.22259,-74.29432,12.21690519,262500,223600,0.011764706,0.04388422,0.043397107,284900,-0.215163215,10.78,3.199530192,,0.20505618,0.082191781,115,199.8345977
10927,Haverstraw,NY,New York,Rockland,8532,41.191694,-73.964933,14.63810799,294500,224100,0.014027149,0.049157303,0.152777778,345400,-0.35118703,10.08,6.1662291,,0.259351621,0.182692308,113,182.3485579
10930,Woodbury,NY,New York,Orange,8804,41.339751,-74.10757,12.65893417,359900,319000,0.019820972,0.053500661,0.140507687,381900,-0.164702802,12.14,6.986320298,,0.13592233,0.103174603,115,186.266708
10940,Middletown,NY,New York,Orange,725,41.446544,-74.478741,13.65195531,220000,179000,0.010158014,0.029919448,0.062945368,247800,-0.277643261,9.1,5.41108194,,0.298735862,0.097995546,120,144.5993031
1095,Wilbraham,MA,Springfield,Hampden,6943,42.13408,-72.4345,5.830811554,327450,290800,0.00206754,0.014300663,0.055918664,301500,-0.035489221,12.15,3.676937958,77.78,0.058220582,0.056338028,85,164.7191011
10950,Monroe,NY,New York,Orange,2008,41.33065,-74.18681,8.949059053,339900,308200,0.005218526,0.026307026,0.141058867,318700,-0.032946345,11.28,5.565151306,,0.181239624,0.06870229,119,191.709193
10952,Ramapo,NY,New York,Rockland,4560,41.118595,-74.084536,-0.036318485,7.00E+05,644300,-0.004788384,-0.008464143,0.014166535,649800,-0.008464143,15.43,1.471604256,100,0.052110474,0.09,144,298.8587133
10954,Clarkstown,NY,New York,Rockland,5065,41.097716,-74.010934,7.297735461,415000,388600,0.003874968,0.019412382,0.093723614,455900,-0.147620092,12.35,2.042282714,66.67,0.097772635,0.079881657,100,255.2783109
10956,Clarkstown,NY,New York,Rockland,3984,41.124987,-74.023281,8.230217345,564500,473900,0.003175275,0.015427469,0.057104617,564400,-0.160347271,13.81,4.488738428,84.62,0.054455446,0.118881119,113,246.3636364
10960,Orangetown,NY,New York,Rockland,6512,41.080474,-73.930179,5.086923224,682500,522300,0.005196305,0.029974364,0.166368915,563700,-0.073443321,14.17,6.632582562,100,0.058981233,0.121212121,109,350
10965,Orangetown,NY,New York,Rockland,6970,41.061476,-74.018283,7.097339095,481250,439700,-0.006552192,-0.005428636,0.037762568,493800,-0.109558526,13.01,1.898576758,83.33,0.04501385,0.076923077,109,280.79072
10977,Ramapo,NY,New York,Rockland,1590,41.115833,-74.047384,7.888773172,489000,480100,0.001042535,0.009461733,0.057955046,480100,0,13.72,4.689788586,88.89,0.059701493,0.180232558,135,266.798419
10980,Stony Point,NY,New York,Rockland,7625,41.235675,-74.028095,7.134695004,397450,362300,0.002767783,0.018554962,0.075712589,466600,-0.223531933,12.42,2.188061351,100,0.101568951,0.162601626,97,234.5430108
10987,Tuxedo,NY,New York,Orange,9845,41.198823,-74.21465,14.1549808,850000,494900,0.025486946,0.063157895,0.223788328,613700,-0.193579925,12.87,7.713831698,,0.11627907,0.125,115,291.8272037
10989,Clarkstown,NY,New York,Rockland,8507,41.122868,-73.934844,9.563875538,359000,395300,0.00662083,0.023297955,0.086884795,495700,-0.20254186,12.04,3.029570264,60,0.093457944,0.1,104,245.1855379
10990,Warwick,NY,New York,Orange,5608,41.25648,-74.35988,8.030175015,399000,331400,0.012526734,0.031113877,0.168959436,378000,-0.123280423,12.15,7.05886417,,0.110034208,0.10880829,121,182.2112415
10992,Washingtonville,NY,New York,Orange,8581,41.42787,-74.16598,8.331920904,310000,283200,0.008906306,0.024972856,0.092592593,351200,-0.193621868,11.31,4.438994058,,0.167591565,0.099337748,115,169.5556557
10994,Clarkstown,NY,New York,Rockland,9248,41.100622,-73.970482,7.011402027,599999,473600,-0.002317253,0.003815176,0.043171806,562600,-0.158194099,13.58,1.079867348,85.71,0.057724958,0.132352941,104,247.5
11001,Floral Park,NY,New York,Nassau,5309,40.720051,-73.706783,6.154779233,625000,618300,0.002757055,0.013938996,0.070649351,618300,0,17.34,7.211551748,100,0.024605215,0.119402985,130,421.8106996
11003,Elmont,NY,New York,Nassau,3953,40.697558,-73.704946,10.15074358,449994,443800,0.007949126,0.032813591,0.087478559,443800,0,13.58,7.54732624,100,0.09068747,0.220430108,135,346.3552421
11010,Franklin Square,NY,New York,Nassau,5777,40.700101,-73.674074,7.334047944,550000,513100,0.009443242,0.037823625,0.131422271,513100,0,15.25,8.725991433,100,0.040609137,0.066666667,113,406.8780721
11020,Great Neck,NY,New York,Nassau,9667,40.771442,-73.714819,0.50745535,1486500,1220600,-0.010056772,-0.00699642,0.082476055,1236500,-0.012858876,19.5,6.687163189,100,0.031034483,0,149.5,544.8392555
11030,Manhasset,NY,New York,Nassau,6523,40.78842,-73.69425,-5.716318959,1798000,1644100,-0.004360201,-0.011840365,0.007105666,1666300,-0.013322931,19.76,1.233936714,91.67,0.020157756,0.043478261,114,618.425891
1104,Springfield,MA,Springfield,Hampden,4864,42.128605,-72.567966,9.168323864,145999,140800,0.007153076,0.024745269,0.117460317,140800,0,8.5,4.737460274,100,0.106410256,0.136546185,70,130.078125
11040,North New Hyde Park,NY,New York,Nassau,2409,40.743157,-73.693186,6.367681499,739000,683200,0.003525264,0.018789144,0.100692766,683200,0,17.76,7.841647091,90,0.032783742,0.040935673,123,488.9336016
11050,Port Washington,NY,New York,Nassau,3327,40.839896,-73.693128,3.165773647,1188000,914500,-0.001201398,-0.002182215,0.059921187,916500,-0.002182215,19.4,4.573718392,90,0.029559563,0.04,121,551.63172
1106,Longmeadow,MA,Springfield,Hampden,6757,42.049194,-72.567882,5.971543547,376450,347900,0.003171857,0.013399359,0.052647504,368000,-0.054619565,11.99,3.281055686,71.43,0.056872038,0.025641026,74,176.4117647
1108,Springfield,MA,Springfield,Hampden,4400,42.080594,-72.558081,6.752066116,159000,157300,0,0.010276172,0.107746479,161200,-0.024193548,8.92,2.390493298,77.78,0.12390925,0.089201878,88,92.81881965
1109,Springfield,MA,Springfield,Hampden,4237,42.119293,-72.548981,8.404024768,129999,129200,0.002327386,0.010164191,0.078464107,133700,-0.033657442,8.02,2.074063839,100,0.119945479,0.143939394,76,98.16688482
11101,New York,NY,New York,Queens,1296,40.744622,-73.934502,4.411915674,965000,1091000,0.005715339,0.0188644,0.050553683,1091000,0,27.78,7.706231864,88.89,0.062340967,0,141,1279.069767
1118,Springfield,MA,Springfield,Hampden,6853,42.093894,-72.523227,6.846551724,174900,174000,0.002881844,0.013395457,0.089542893,174000,0,9.46,3.250656349,100,0.087994034,0.06779661,62,132.2178988
1119,Springfield,MA,Springfield,Hampden,7384,42.124979,-72.51121,7.194461538,175000,162500,0.00308642,0.014357054,0.085504342,162500,0,8.96,2.739394777,100,0.098369011,0.119170984,69,138.8333333
11203,New York,NY,New York,Kings,424,40.660822,-73.957962,12.68286047,574950,514600,0.006651017,0.035829308,0.142793693,514600,0,21.55,9.304269725,100,0.064691657,0.242990654,185.5,404.115099
11205,New York,NY,New York,Kings,1428,40.694698,-73.966301,7.004536772,932500,837600,0.003113772,0.026596397,0.102395367,837600,0,29.28,8.346690618,100,0.112107623,0.013333333,141,823.6434109
11211,New York,NY,New York,Kings,119,40.712597,-73.953098,5.472553454,1100400,972800,-0.002358732,-0.000308293,0.027460921,979900,-0.007245637,28.98,3.967804339,100,,,141,1201.570681
11214,New York,NY,New York,Kings,58,40.599523,-73.998594,7.862780644,699000,717100,0.006597417,0.027952982,0.087338893,717100,0,28.17,9.769932292,100,,,175,561.9369369
11215,New York,NY,New York,Kings,108,40.664322,-73.984132,4.955155232,1250000,1304500,-0.000536316,0.000997545,0.085816547,1306400,-0.001454378,35.23,4.889456957,93.75,,,112,1106.039326
11216,New York,NY,New York,Kings,476,40.679816,-73.946722,6.899412456,850000,851000,0.005316007,-0.000469814,0.037678332,854500,-0.004095963,32.5,8.385380683,100,,,137,916.4908333
11217,New York,NY,New York,Kings,1524,40.684948,-73.980613,-1.168588469,1456413,1257500,-0.006870952,-0.029856504,-0.03610302,1316500,-0.044815799,33.29,0.149924002,100,,,104,1309.391267
11222,New York,NY,New York,Kings,1154,40.728388,-73.945754,4.640587035,1225000,1028900,-0.002133644,0.011502163,0.007836223,1033700,-0.004643514,28.77,3.030952052,100,,,141,1175.700935
11223,New York,NY,New York,Kings,270,40.597139,-73.973429,5.050176835,775000,904800,0.000774251,0.011175682,0.084372004,904800,0,34.75,3.02197043,100,,,259,688.1881719
11224,New York,NY,New York,Kings,809,40.577372,-73.988706,10.30208911,479000,540900,0.008389262,0.027155336,0.11733113,540900,0,19.5,8.600939616,100,0.031496063,0.1,144.5,369.3181818
11228,New York,NY,New York,Kings,3666,40.616695,-74.013047,6.479113854,925000,907300,-0.001650528,0.00531856,0.036440484,908800,-0.001650528,34.76,5.138178803,100,,,141,685.7464155
11229,New York,NY,New York,Kings,72,40.600988,-73.939998,7.286873446,625000,764100,0.001704248,0.005394737,0.075742644,764100,0,28.46,8.46068813,92.86,0.034109817,0.036585366,190,606.4396156
11231,New York,NY,New York,New York,1972,40.676521,-74.003322,-1.661473684,1499000,1187500,-0.011075949,-0.031244901,-0.036354784,1251000,-0.050759392,30.52,3.61199392,100,0.035087719,0,141,1089.334549
11234,New York,NY,New York,Kings,95,40.642535,-73.946042,8.724912046,657000,596900,0.003699344,0.019122418,0.090228311,596900,0,23.53,8.196766616,100,0.041768541,0.156097561,151,495.8792711
11235,New York,NY,New York,Kings,17,40.584455,-73.948402,5.23481004,599000,729100,-0.001506437,0.00096101,0.073152782,730200,-0.001506437,23.39,4.65248031,87.5,,,168,577.4775703
11236,New York,NY,New York,Kings,204,40.639413,-73.900664,7.392749893,475000,466200,0.001718951,0.013478261,0.101867171,466200,0,18.06,7.628851734,87.5,,,153,409.8360656
11238,New York,NY,New York,Kings,160,40.680593,-73.963928,4.857404374,1200000,1037900,-0.010204082,-0.006033327,0.042382244,1052200,-0.013590572,29.35,1.767306895,91.67,,,109,1069.518717
11249,New York,NY,New York,Kings,2168,40.645099,-73.945032,2.241086897,1425000,1096700,-0.016765286,-0.01826157,0.000456121,1142400,-0.040003501,28.36,1.236009396,100,,,141,1456.953642
1129,Springfield,MA,Springfield,Hampden,8917,42.124485,-72.489479,7.621497999,169958.5,174900,0.00401837,0.01156738,0.067114094,174900,0,9.79,3.13044079,100,0.07254623,0.137254902,69,130.7848409
11354,New York,NY,New York,Queens,552,40.766382,-73.82619,7.231814439,780000,728600,0.002200825,0.028079582,0.132597544,728600,0,25.49,8.929114274,80,0.050738007,0.018181818,153,935.0969165
11355,New York,NY,New York,Queens,100,40.750317,-73.813903,5.925568573,692000,725500,0.011008919,0.039547213,0.07913134,725500,0,25.32,9.365068399,100,0.039757995,0,126,764.2928124
11356,New York,NY,New York,Queens,6397,40.784369,-73.843641,6.757621741,780000,724900,0.002766634,0.013137666,0.093528436,724900,0,27.77,6.788033716,75,0.034383954,0.083333333,141,612.3743506
11357,New York,NY,New York,Queens,2462,40.786173,-73.819069,4.900109649,988000,912000,0.004294681,0.026333558,0.104784979,912000,0,30.17,9.130855327,100,0.024868484,0.019230769,132,644
11358,New York,NY,New York,Queens,3135,40.760426,-73.795788,5.446666667,971500,885000,0.002378525,0.017592273,0.070391872,885000,0,30.44,9.27594307,100,0.016075388,0,138,655.7527988
11361,New York,NY,New York,Queens,4531,40.764438,-73.773026,5.243814613,854000,860900,0.001978585,0.009024848,0.044654775,860900,0,28.84,6.638800608,88.89,0.024175824,0.03030303,137,652.7777778
11362,New York,NY,New York,Queens,6882,40.758364,-73.735759,5.884523291,843500,918800,0.001962923,0.012898247,0.049697247,918800,0,28.09,6.973193312,100,0.018737673,0.052631579,141,583.3333333
11365,New York,NY,New York,Queens,1880,40.738884,-73.790067,5.577022883,778500,847800,0.003313609,0.01581596,0.049777117,847800,0,27.82,7.194279398,100,0.014039566,0.090909091,139,747.8904992
11379,New York,NY,New York,Queens,3721,40.71649,-73.88125,7.070330887,778500,722300,-0.001934503,-0.000276817,0.018615146,728200,-0.00810217,27.38,6.716180738,100,0.020547945,0.03030303,133.5,633.9968932
11385,New York,NY,New York,Queens,142,40.702404,-73.885979,4.66083547,729999,663100,0.002418745,0.019526445,0.076810653,663100,0,26.75,7.794666298,100,,,138.5,573.964497
11411,New York,NY,New York,Queens,6947,40.69455,-73.73847,9.302090209,519000,454500,0.002868491,0.02111885,0.014735432,456900,-0.005252791,17.45,4.110128506,90.91,0.074780815,0.193103448,141,428.9215686
