RegionType,RegionName,City,State,Metro,CBSATitle,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
Zip,19348,East Marlborough,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,4.143291419,90,,,386600,0.546163849,7.628062361,0.048887739,,0.057408595,0.039106145,73
Zip,19350,New Garden,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,1.275390355,100,,,381800,-0.052356021,3.637350706,0.037422734,,0.074273412,0.036231884,81
Zip,19352,New London,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,5.122288241,100,,,330000,0.243013366,1.757631822,0.064778788,,0.062737643,0.02020202,75
Zip,19355,Malvern,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,5.681221501,100,2,,470700,0.106337729,3.724107536,0.045589547,,0.042525437,0.018404908,73
Zip,19362,West Nottingham,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,6.343788863,100,,,247700,0.121261116,6.675279931,0.070004037,,0.048286604,0.032258065,75
Zip,19363,East Nottingham,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,4.156418405,66.67,,,255600,0.039138943,5.750930906,0.055985915,,0.066211021,0.038709677,106
Zip,19365,Parkesburg,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,1.710653586,50,,6.5726,194200,0.726141079,0.883116883,0.085932029,,0.10862069,0.047619048,75
Zip,19372,Thorndale,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,1.40527843,,,,250600,-0.039888313,2.411115652,0.052031125,,0.055710306,0.2,75
Zip,19373,Thornbury,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,5.578278292,,,,545600,0.478821363,1.677226985,0.056957478,,0.041474654,0,70
Zip,19380,West Chester,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,7.655796601,91.3,1.6963,0.335,400200,0.05,5.205047319,0.037531234,,0.041682127,0.029673591,74
Zip,19382,West Chester,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,6.306480586,89.8,0.6779,,423700,0.212866604,4.928182268,0.048437574,,0.053475266,0.007025761,68
Zip,19390,Penn,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,0.601077795,70,,,284200,-0.175623463,1.827302042,0.043096411,,0.071261135,0.046052632,76
Zip,19401,Norristown,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,3.356363134,75,8.9172,3.9352,144400,0.837988827,5.710102489,0.124155125,,0.141965318,0.086319218,93
Zip,19403,West Norriton,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,5.047671687,89.29,,0.6663,275000,0.255195042,4.761904762,0.063912727,,0.075656202,0.034013605,76
Zip,19405,Bridgeport,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,5.197595689,100,,,192100,0.313315927,11.10468479,0.077313899,,0.206951027,0.022900763,72
Zip,19406,King of Prussia,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,3.12353185,75,3.5715,,324500,0.061671292,9.00235136,0.039066256,,0.081239531,0.010309278,60
Zip,19422,Whitpain,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,4.975818709,76.92,,,421200,0.597086219,3.336604514,0.053122032,,0.073301549,0.008130081,73.5
Zip,19425,Chester Springs,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,5.25286721,76.92,,,485400,0.455298013,2.686693463,0.048077874,,0.055121043,0.013513514,81
Zip,19426,Upper Providence,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,4.476993229,80,,1.6007,358200,0.167785235,5.819793205,0.046764377,,0.049750554,0.019498607,72
Zip,19428,Conshohocken,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,3.862097554,66.67,,,320900,0.469630557,3.918393782,0.069937675,,0.12649628,0.007672634,70
Zip,19438,Harleysville,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,2.991571093,76.47,,,329500,0.273889227,3.551225644,0.056977238,,0.0482068,0.033816425,72.5
Zip,19440,Hatfield,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,3.470360647,100,,,301900,0.199137073,2.897068848,0.06662471,,0.05049435,0.041958042,70
Zip,19444,Whitemarsh,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,4.387867901,90.91,,,400600,0.124968758,5.061631261,0.045931103,,0.069379238,0.007518797,75
Zip,19446,Lansdale,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,4.946801161,84.85,3.1262,1.3524,312000,0.064143682,4.243234213,0.059727564,,0.050648078,0.034408602,71
Zip,19453,Upper Providence,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,1.344479757,33.33,,,127900,-0.3894081,2.566158781,0.089726349,,0.118343195,0,73
Zip,19454,North Wales,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,4.067293077,88.24,4.5527,1.2617,333500,0.210336538,4.381846635,0.052053973,,0.0552,0.02173913,63
Zip,19460,Phoenixville,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,3.338399889,88,,,298200,0.201612903,5.14809591,0.050409121,,0.065798684,0.019148936,68
Zip,19462,Plymouth,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,5.387591543,77.78,,,357100,-0.279251606,7.852612504,0.048171381,,0.074888227,0.014925373,102
Zip,19464,Pottstown,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,0.171341716,73.33,9.7845,5.0063,151900,0.39656312,0.462962963,0.049861751,,0.168992248,0.061926606,72
Zip,19465,North Coventry,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,3.182948736,86.67,,1.3874,279500,0.107449857,5.233433735,0.05090161,,0.061189412,0.04494382,78
Zip,19468,Limerick,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,3.85449772,76.47,4.8809,1.447,258100,0.271950272,4.156577885,0.063262301,,0.063069909,0.024096386,69.5
Zip,19473,Perkiomen,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,5.798673483,87.5,1.875,,318100,0.347003155,5.821689953,0.058478466,,0.062976467,0.073684211,80.5
Zip,19475,East Vincent,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,5.322647506,100,,,292100,0.240219629,6.878887669,0.040558028,,0.048093842,0.036585366,75
Zip,19504,Washington,PA,"Reading, PA","Reading, PA",,5.313665884,100,,,269100,0.635751683,4.830541488,0.064700855,,0.053304904,0.06,74
Zip,19505,Washington,PA,"Reading, PA","Reading, PA",,6.850905071,66.67,,,206700,1.026392962,12.52041372,0.071393324,,0.065666041,0.028571429,74
Zip,19506,Jefferson,PA,"Reading, PA","Reading, PA",,2.882409838,100,,11.4422,238500,-0.041911148,6,0.036960168,,0.052980132,0.015625,74
Zip,19507,Bethel,PA,"Reading, PA","Reading, PA",,1.600801437,,,,200400,-0.24888004,7.510729614,0.042185629,,0.060827251,0.08,74
Zip,19508,Robeson,PA,"Reading, PA","Reading, PA",,3.464142601,80,,1.9019,189700,0.476694915,6.993795826,0.055466526,,0.068543905,0.07027027,72.5
Zip,19510,Maidencreek,PA,"Reading, PA","Reading, PA",,5.500898162,100,,,203700,0.891530461,4.676258993,0.070500736,,0.053756477,0.108433735,74
Zip,19512,Colebrookdale,PA,"Reading, PA","Reading, PA",,4.478375017,80,,5.7307,201400,1.206030151,11.14790287,0.063803376,,0.073956122,0.057416268,75
Zip,19518,Amity,PA,"Reading, PA","Reading, PA",,1.545529916,66.67,,2.019,254800,-0.429855412,5.550952775,0.03282967,,0.060817896,0.063218391,87
Zip,19520,Warwick,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,3.934641426,100,,,288100,-0.483592401,4.916241806,0.044682402,,0.047356828,0.023255814,75
Zip,19522,Fleetwood,PA,"Reading, PA","Reading, PA",,3.658974713,77.78,,2.0161,200400,0.3003003,6.425916091,0.054066866,,0.060365369,0.039473684,77
Zip,19525,New Hanover,PA,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,0.56238773,62.5,,,289100,-0.344708721,2.590489709,0.058557593,,0.066057839,0.036866359,68
Zip,19526,Hamburg,PA,"Reading, PA","Reading, PA",,2.228133204,100,,9.4822,169200,0.236966825,5.223880597,0.064621749,,0.07063197,0.087719298,74
Zip,19529,Albany,PA,"Reading, PA","Reading, PA",,6.370733729,100,,,251100,1.046277666,4.8434238,0.061959379,,0.052036199,0.043478261,74
Zip,19530,Kutztown,PA,"Reading, PA","Reading, PA",,7.042973608,100,,,206600,0.486381323,5.461970393,0.055972894,,0.042062415,0.016129032,74
Zip,19533,Bern,PA,"Reading, PA","Reading, PA",,4.117037446,100,,,190300,0.263435195,5.780989439,0.056300578,,0.067084079,0.04,74
Zip,19534,Greenwich,PA,"Reading, PA","Reading, PA",,7.963244438,,,,223900,0.26869682,13.08080808,0.053532827,,0.063694268,0,74
Zip,19539,Longswamp,PA,"Reading, PA","Reading, PA",,4.634517065,100,,,221400,0.362647325,5.730659026,0.056499548,,0.058278146,0.045454545,74
Zip,19540,Mohnton,PA,"Reading, PA","Reading, PA",,5.128506287,83.33,,,235000,0.685518423,10.48425012,0.042102128,,0.057882353,0.040650407,74
Zip,19541,Centre,PA,"Reading, PA","Reading, PA",,5.391736908,,,,224700,0.08908686,9.183673469,0.047316422,,0.042016807,0.028571429,74
Zip,19543,Caernarvon,PA,"Reading, PA","Reading, PA",,2.46303717,100,,,265900,0,3.222049689,0.041846559,,0.065923863,0.028169014,74
Zip,19547,Oley,PA,"Reading, PA","Reading, PA",,6.502003593,100,,,225100,0.311942959,14.55470738,0.036948023,,0.059334298,0.024390244,74
Zip,19551,Robesonia,PA,"Reading, PA","Reading, PA",,1.942103081,100,,,188700,-0.052966102,3.28407225,0.055474298,,0.065268065,0.071428571,74
Zip,19555,Perry,PA,"Reading, PA","Reading, PA",,3.898714937,100,,,160100,0.0625,12.58790436,0.056058713,,0.076256499,0.113636364,74
Zip,19560,Muhlenberg,PA,"Reading, PA","Reading, PA",,1.269172309,100,,13.6399,140300,0.142755175,6.692015209,0.067726301,,0.091471802,0.097744361,63
Zip,19562,Topton,PA,"Reading, PA","Reading, PA",,4.091474368,,,,157800,-0.441640379,8.156271419,0.042794677,,0.071428571,0,74
Zip,19565,Wernersville,PA,"Reading, PA","Reading, PA",,2.131408042,,,,187600,-0.106496273,2.907295666,0.056791045,,0.052701801,0.037974684,74
Zip,19567,Womelsdorf,PA,"Reading, PA","Reading, PA",,1.753489015,66.67,,,174500,0.172215844,5.629539952,0.060045845,,0.052752294,0.108695652,74
Zip,19601,Reading,PA,"Reading, PA","Reading, PA",,4.735387592,75,,3.5934,54100,-0.184501845,29.42583732,0.150018484,,0.202108158,0.054421769,117
Zip,19602,Reading,PA,"Reading, PA","Reading, PA",,4.149509465,71.43,,4.4398,33400,1.212121212,40.33613445,,,0.294947121,0.059760956,96
Zip,19604,Reading,PA,"Reading, PA","Reading, PA",,7.624015476,50,,2.5003,52500,1.547388781,38.52242744,0.193447619,,0.240191805,0.054446461,105
Zip,19605,Muhlenberg,PA,"Reading, PA","Reading, PA",,2.573580213,40,,,159700,0.56675063,9.533607682,0.063412649,,0.073920266,0.063670412,63
Zip,19606,Exeter,PA,"Reading, PA","Reading, PA",,2.188752245,84.62,5.8672,1.0948,167400,-0.119331742,5.349276274,0.065872162,,0.082543315,0.065346535,69
Zip,19607,Cumru,PA,"Reading, PA","Reading, PA",,4.952328313,75,4.3182,1.7953,149100,0.539447067,6.5,0.078014755,,0.0828125,0.031446541,74
Zip,19608,Spring,PA,"Reading, PA","Reading, PA",,3.307309659,72.73,1.9485,2.7346,229300,-0.087145969,4.846822131,0.045817706,,0.048130841,0.053398058,75
Zip,19609,West Wyomissing,PA,"Reading, PA","Reading, PA",,2.611579384,100,,3.8141,165500,0,6.705351386,0.060731118,,0.069539667,0.042253521,60
Zip,19610,Wyomissing,PA,"Reading, PA","Reading, PA",,2.979825895,100,,,229800,0.261780105,6.388888889,0.047872063,,0.076253626,0.038043478,68
Zip,19611,Reading,PA,"Reading, PA","Reading, PA",,8.598866934,100,,,118300,1.19760479,9.233610342,0.102874049,,0.116811365,0.054054054,90
Zip,19701,Bear,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,3.061351389,58.33,2.5239,3.4825,260900,0.192012289,3.122529644,0.066676888,,0.063919489,0.074468085,71
Zip,19702,Newark,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,1.904794804,55.56,,6.4481,216900,0.509731233,3.187440533,0.074891655,,0.070139802,0.093696763,70
Zip,19703,Claymont,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,2.785684676,85.71,,6.6869,206400,0.437956204,-1.102060374,0.100116279,,0.066203704,0.104895105,73
Zip,19707,Hockessin,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,6.535857399,100,,,424700,0.236016049,6.254691018,0.04083353,,0.037755102,0,66
Zip,19709,Middletown,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,1.930357883,83.33,10.8849,5.3592,333400,-0.059952038,5.606588533,0.052621476,,0.058018165,0.088785047,84.5
Zip,19711,Newark,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,3.76329971,84.21,,1.5682,271500,-0.110375276,3.625954198,0.06626151,,0.051912568,0.031578947,66
Zip,19713,Newark,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,1.767997789,77.78,16.5098,5.0112,203600,0.196850394,5.65646082,0.087676817,,0.050475185,0.062761506,66.5
Zip,19720,New Castle,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,0.90990742,81.82,15.8036,8.9144,179700,0.279017857,4.416037188,0.077228715,,0.074837194,0.09700428,70
Zip,19734,Townsend,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,4.590990742,66.67,,5.3223,298100,0.573549258,6.960889846,0.066843341,,0.052528228,0.121495327,91.5
Zip,19801,Wilmington,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,0.006218046,66.67,,14.2748,,,,,,0.291183295,0.103585657,75
Zip,19802,Wilmington,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,1.675417991,37.5,27.3109,11.451,102100,2.923387097,8.964781217,0.159226249,,0.264086897,0.086118252,76
Zip,19803,Wilmington,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,2.150753074,92.86,7.7652,,339000,-0.08841733,4.019637926,0.050784661,,0.040892193,0.022727273,57.5
Zip,19804,Newport,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,1.191101285,54.55,13.1372,2.6522,186100,0.323450135,4.963338973,0.081687265,,0.066813049,0.117370892,62
Zip,19805,Wilmington,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,1.032886555,58.82,8.9491,11.4038,133600,0.149925037,4.620203602,0.119206587,,0.157442748,0.077575758,87.5
Zip,19806,Wilmington,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,0.748929114,,,,257000,-0.426191399,2.472089314,0.045377432,,0.146095718,0.011494253,73
Zip,19807,Wilmington,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,4.718115241,100,,,728000,0.137551582,0.261671946,0.027505495,,0.053830228,0,80
Zip,19808,Wilmington,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,4.540555479,90,10.307,1.6619,244000,0.287710645,5.994787142,0.066139344,,0.053531702,0.041558442,67
Zip,19809,Wilmington,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,2.007047119,100,,3.5308,219900,-0.045454545,2.949438202,0.07588904,,0.063001605,0.070063694,61
Zip,19810,Arden,DE,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,5.597623325,83.33,,0.635,319100,0.314366551,4.451718494,0.059504857,,0.042854035,0.020304569,59
Zip,19901,Dover,DE,"Dover, DE","Dover, DE",,0.945143015,60,10.3292,4.167,185600,0.541711809,7.656612529,0.008297414,,0.163367997,0.055441478,90
Zip,19904,Dover,DE,"Dover, DE","Dover, DE",,0.265303302,77.78,11.7015,4.5779,187900,0.427578835,3.984504704,0.009121873,,0.162628145,0.065902579,82
Zip,19930,Bethany Beach,DE,"Salisbury, DE","Salisbury, MD-DE",,0.020035926,,,,663700,-2.296481672,-9.651511026,0.003414193,,0.068681319,0.08,81
Zip,19934,Camden,DE,"Dover, DE","Dover, DE",,1.991156557,75,4.5249,3.3744,218200,0.831792976,9.53815261,0.003648029,,0.14772132,0.053191489,84.5
Zip,19938,Clayton,DE,"Dover, DE","Dover, DE",,1.685090507,100,,6.3784,235900,0.425713069,3.193350831,0.026829165,,0.094717668,0.067307692,85
Zip,19939,Dagsboro,DE,"Salisbury, DE","Salisbury, MD-DE",,2.262677905,100,,,252800,0.039572616,8.172871202,-0.002911392,,0.112888053,0.025,94.5
Zip,19943,Felton,DE,"Dover, DE","Dover, DE",,1.868177422,83.33,,6.3588,203500,0.842418236,7.274644175,0.010378378,,0.138854296,0.076233184,89
Zip,19945,Frankford,DE,"Salisbury, DE","Salisbury, MD-DE",,0.552024319,100,,,241500,-0.617283951,3.692571919,-0.009233954,,0.09625,0.038961039,94.5
Zip,19946,Felton,DE,"Dover, DE","Dover, DE",,0.768965041,75,,33.9709,198400,0.81300813,7.011866235,-0.012626008,,0.125786164,0.066666667,84.5
Zip,19951,Harbeson,DE,"Salisbury, DE","Salisbury, MD-DE",,1.276081249,,,,283300,0,8.961538462,-0.016463113,,0.071090047,0.066666667,94.5
Zip,19952,Harrington,DE,"Dover, DE","Dover, DE",,0.634931601,50,,7.5257,177600,0.566251416,5.714285714,0.010974099,,0.121879589,0.060240964,85
Zip,19953,Hartly,DE,"Dover, DE","Dover, DE",,2.583252729,100,,7.8475,186400,0.593631948,6.029579067,-0.005847639,,0.087248322,0.038461538,85
Zip,19954,Houston,DE,"Dover, DE","Dover, DE",,1.551747962,100,,,156600,0.449005773,-0.12755102,-0.007675607,,0.085972851,0.052631579,85
Zip,19958,Lewes,DE,"Salisbury, DE","Salisbury, MD-DE",,0.689512229,50,,,343300,-0.521587946,1.059758611,0.005301486,,0.066910612,0.015625,100
Zip,19960,Lincoln,DE,"Salisbury, DE","Salisbury, MD-DE",,1.190410391,,,,200800,-0.198807157,12.36709569,-0.010069721,,0.090551181,0.057971014,94.5
Zip,19962,Magnolia,DE,"Dover, DE","Dover, DE",,0.091888904,50,,10.2121,256300,0.039032006,1.144435675,0.011353882,,0.131631968,0.06122449,89
Zip,19963,Milford,DE,"Salisbury, DE","Salisbury, MD-DE",,1.496476441,50,,,188800,0.47897818,7.029478458,0.026652542,,0.119487373,0.056782334,89
Zip,19964,Marydel,DE,"Dover, DE","Dover, DE",,0.651513058,100,,,187000,0.107066381,4.352678571,0.012122995,,0.143712575,0.125,85
Zip,19966,Millsboro,DE,"Salisbury, DE","Salisbury, MD-DE",,2.016719635,100,,,230800,-0.731182796,8.407703147,-0.01177643,,,,100.5
Zip,19967,Ocean View,DE,"Salisbury, DE","Salisbury, MD-DE",,0.664640044,,,,292100,-0.17088175,0.481596147,0.006497775,,0.061016949,0,69.5
Zip,19968,Milton,DE,"Salisbury, DE","Salisbury, MD-DE",,4.796186265,100,,,290000,0.415512465,10.2661597,0.002651724,,0.082288008,0.024390244,94.5
Zip,19970,Ocean View,DE,"Salisbury, DE","Salisbury, MD-DE",,0.116070195,,,,324600,0.030816641,2.884310618,0.010052372,,0.072405471,0.066666667,73
Zip,19971,Rehoboth Beach,DE,"Salisbury, DE","Salisbury, MD-DE",,2.47340058,100,,,623000,-2.289836888,6.33213859,-0.069621188,,0.052592036,0.042857143,107
Zip,19973,Seaford,DE,"Salisbury, DE","Salisbury, MD-DE",,0.270830455,50,,1.0453,,,,,,0.114065511,0.094594595,76.5
Zip,19975,Selbyville,DE,"Salisbury, DE","Salisbury, MD-DE",,2.744921929,100,,,328800,-0.604594921,8.443271768,0.003765207,,0.072222222,0.021978022,94.5
Zip,19977,Smyrna,DE,"Dover, DE","Dover, DE",,0.381373497,88.89,11.0544,8.4086,236400,0.254452926,6.630581867,-0.010313029,,0.128479055,0.085339168,82.5
Zip,20001,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,7.484454885,100,,,662600,0.470053071,4.544020196,0.063957139,,0.128311688,0.008097166,53
Zip,20002,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,9.441757634,100,1.0145,0.8275,651900,0.710644214,7.627538385,0.079210002,,0.114385965,0.009202454,49
Zip,20003,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,7.851319608,100,,,769500,0.601385802,3.762135922,0.061137102,,0.098137536,0,47
Zip,20004,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,3.645847727,100,,,460600,0.173988691,-0.389273356,0.046122449,,0.23853211,0,55
Zip,20005,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,3.028188476,93.33,,,508300,-0.274671375,1.558441558,0.037070628,,0.152909337,0,53
Zip,20007,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,7.30482244,95.83,1.7242,,996700,0.423173804,5.582627119,0.053469449,,0.109181141,0.017045455,63
Zip,20008,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,3.879369905,100,,,874200,-0.022872827,1.051901514,0.04520819,,0.103686636,0,53
Zip,20009,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,4.394776841,96.97,0.8577,,552200,0.090628965,-1.163415071,0.041579138,,0.142322097,0.007894737,48
Zip,20010,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,7.38565704,100,,,703000,0.500357398,5.444727764,0.072880512,,0.106716418,0.013986014,48
Zip,20011,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,5.610059417,96.88,2.6437,1.4311,604600,0,8.099409977,0.082823354,,0.089767157,0.04778157,49
Zip,20012,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,6.080558242,100,,,728400,0.552181115,7.895126648,0.030458539,,0.065244668,0.076923077,55
Zip,20015,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,7.548017134,100,,,990200,0.630081301,0.151714372,0.045853363,,0.053057554,0,52
Zip,20016,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,6.501312699,91.67,1.7242,,968300,0.331571858,2.770112503,0.0443344,,0.087301587,0.011363636,58
Zip,20017,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,6.576620146,100,,,535900,0.487530471,5.512896239,0.068120918,,0.088967972,0.06,56.5
Zip,20018,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,5.715075307,100,,4.6096,535300,0.828781315,5.208333333,0.068634411,,0.098553345,0.064220183,65
Zip,20019,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,3.404725715,100,7.4078,5.0854,308200,0.949885359,8.064516129,0.072102531,,0.133243607,0.090909091,66
Zip,20020,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,1.454331905,89.47,4.9537,7.2383,316100,0.285532995,4.53042328,0.075080671,,0.217230769,0.113314448,69
Zip,20024,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,5.006218046,100,,,405500,0.172924901,2.78833967,0.06631566,,0.157627119,0.010752688,51
Zip,20032,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,4.59237253,100,4.3304,9.6475,298100,0.505731625,10.04060539,0.118658168,,0.145862553,0.086538462,76
Zip,20036,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,7.279950256,100,,,375800,0.723666577,1.732539253,0.080170303,,0.227160494,0.010869565,55.5
Zip,20037,Washington,DC,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,5.364101147,100,,,530300,0.15108593,5.700617899,0.049566283,,0.184615385,0,56
Zip,20105,Aldie,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,4.798258947,71.88,1.6241,1.745,488400,0.12300123,3.365079365,0.037184685,,0.085080148,0.02173913,58.5
Zip,20106,Amissville,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,2.857537654,100,,9.6924,,,,,,0.113259669,0.024390244,61
Zip,20109,Manassas,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,3.006770761,75,7.6826,1.352,278900,0.179597701,3.641768859,0.057310864,,0.102696629,0.019693654,48.5
Zip,20110,Manassas,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,0.699875639,100,,,392600,-0.050916497,5.509271701,0.025761589,,,,44.5
Zip,20111,Manassas Park,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,7.402238497,86.67,1.3436,1.7838,331000,0.455235205,9.09690178,0.06047432,,0.113085005,0.021959459,55
Zip,20112,Manassas,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,2.548708028,93.33,1.3002,,472800,-0.042283298,2.07253886,0.031628596,,0.093512566,0.029166667,60
Zip,20115,Marshall,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,5.996269172,100,,,399400,0.884061632,6.620395088,0.024854782,,0.073081608,0.016666667,62
Zip,20117,Middleburg,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,0.777255769,100,,5.6948,685800,-0.449992742,5.556410651,-0.007666958,,0.103626943,0.05,54
Zip,20119,Catlett,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,2.537653724,100,,,372900,0.026824034,4.395296753,0.029718423,,0.073863636,0.025641026,62
Zip,20120,Centreville,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",,3.360508498,66.67,1.9476,2.0005,455500,-0.21905805,2.40557554,0.029484083,,0.065634218,0.013483146,49
