RegionType,RegionName,City,State,Metro,CBSATitle,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
Zip,1001,Agawam,MA,"Springfield, MA","Springfield, MA",,2.313113168,75,,5.7575,213200,0,8.004052685,0.049432458,,0.069027828,0.068062827,71
Zip,1002,Amherst,MA,"Springfield, MA","Springfield, MA",,3.980240431,92.31,,,331900,-0.300390508,7.654881609,0.023913829,,0.045414847,0.038461538,88
Zip,1005,Barre,MA,"Worcester, MA","Worcester, MA-CT",,1.945557551,50,,73.3217,224600,0.178412132,9.66796875,0.101910062,,0.071680376,0.114754098,68
Zip,1007,Belchertown,MA,"Springfield, MA","Springfield, MA",,3.842752522,100,,,276300,0.290381125,4.50075643,0.059873326,,0.046303211,0.048387097,74
Zip,1008,Blandford,MA,"Springfield, MA","Springfield, MA",,5.027635761,0,,,221000,0.913242009,9.351806037,0.087262443,,0.06010929,0.090909091,71
Zip,1010,Brimfield,MA,"Springfield, MA","Springfield, MA",,1.383169822,100,,9.6012,251800,0.119284294,2.191558442,0.063923749,,0.066777963,0.075,71
Zip,1011,Chester,MA,"Springfield, MA","Springfield, MA",,2.026392151,100,,,150100,0.603217158,-6.421446384,0.143770819,,0.223776224,0.0625,71
Zip,1013,Chicopee,MA,"Springfield, MA","Springfield, MA",,3.748100041,100,,5.6505,177600,-0.05627462,7.376058041,0.068310811,,0.075715605,0.12804878,83
Zip,1020,Chicopee,MA,"Springfield, MA","Springfield, MA",,2.314494956,88.89,,4.2796,187600,0,6.288951841,0.057308102,,0.064257028,0.110294118,73
Zip,1022,Chicopee,MA,"Springfield, MA","Springfield, MA",,7.137626088,,,,120400,1.346801347,5.985915493,0.134036545,,0.105660377,0.142857143,80
Zip,1026,Cummington,MA,"Springfield, MA","Springfield, MA",,3.033024734,,,34.0021,225500,0.490196078,17.0212766,0.058465632,,0.094202899,0.153846154,74
Zip,1027,Easthampton,MA,"Springfield, MA","Springfield, MA",,5.183777808,100,,7.0512,261200,0.268714012,8.246995441,0.048947167,,0.027620397,0.025641026,74
Zip,1028,East Longmeadow,MA,"Springfield, MA","Springfield, MA",,4.060384137,90,,2.4056,259900,0.115562404,9.616195698,0.041319738,,0.050789293,0.067567568,71
Zip,1030,Agawam,MA,"Springfield, MA","Springfield, MA",,3.58781263,100,,,243800,0.287947347,2.136573104,0.063121411,,0.042574257,0.058139535,65
Zip,1033,Granby,MA,"Springfield, MA","Springfield, MA",,2.629542628,100,,,250300,0.079968013,4.771871076,0.046236516,,0.036596523,0.125,74
Zip,1034,Tolland,MA,"Springfield, MA","Springfield, MA",,3.573994749,100,,392.1569,269000,0.148920328,6.915739269,0.062401487,,0.084507042,0,71
Zip,1035,Hadley,MA,"Springfield, MA","Springfield, MA",,6.019759569,100,,,348300,0.461494087,8.84375,0.040490956,,0.030726257,0.045454545,74
Zip,1036,Hampden,MA,"Springfield, MA","Springfield, MA",,3.434434158,100,,,269400,0.335195531,5.896226415,0.051117298,,0.057831325,0.083333333,71
Zip,1038,Hatfield,MA,"Springfield, MA","Springfield, MA",,4.311178665,100,,,310000,-0.064474533,4.236718225,0.033051613,,0.033678756,0,74
Zip,1040,Holyoke,MA,"Springfield, MA","Springfield, MA",,1.621528258,76.47,,3.0549,192800,0.207900208,6.755260244,0.056716805,,0.07234315,0.088495575,66
Zip,1050,Huntington,MA,"Springfield, MA","Springfield, MA",,3.240983833,66.67,,83.9743,210500,0.621414914,10.84781464,0.061605701,,0.041791045,0.142857143,74
Zip,1053,Northampton,MA,"Springfield, MA","Springfield, MA",,9.479756805,100,,,269800,1.657874906,7.14853058,0.087020015,,0.02892562,0,69
Zip,1054,Leverett,MA,"Greenfield Town, MA","Greenfield Town, MA",,6.33135277,100,,,326600,0.030627871,1.554726368,0.099905083,,0.03649635,0,87
Zip,1056,Ludlow,MA,"Springfield, MA","Springfield, MA",,3.377089954,100,,,216800,0.184842884,1.784037559,0.07054428,,0.058842759,0.061111111,73
Zip,1060,Northampton,MA,"Springfield, MA","Springfield, MA",,7.613652066,100,,,298300,1.050135501,5.035211268,0.041944351,,0.051928783,0,69
Zip,1062,Northampton,MA,"Springfield, MA","Springfield, MA",,7.188061351,75,,,288900,1.120056003,7.278128481,0.04704396,,0.032590983,0.016666667,69
Zip,1068,Oakham,MA,"Worcester, MA","Worcester, MA-CT",,5.435263231,50,,,280000,1.412531691,10.89108911,0.090775,,0.079027356,0.115384615,68
Zip,1069,Palmer,MA,"Springfield, MA","Springfield, MA",,0.761365207,100,,11.7001,,,,,,0.081384471,0.057471264,71
Zip,1071,Russell,MA,"Springfield, MA","Springfield, MA",,3.236838469,,,,218700,0.36714089,6.943765281,0.057727481,,0.074380165,0.111111111,71
Zip,1072,Shutesbury,MA,"Greenfield Town, MA","Greenfield Town, MA",,3.497996407,100,,,248300,0.040290089,2.560925238,0.128747483,,0.041825095,0.272727273,87
Zip,1073,Southampton,MA,"Springfield, MA","Springfield, MA",,2.633687992,50,,6.4102,301200,0.567612688,6.657223796,0.037576361,,0.03955288,0.043478261,74
Zip,1075,South Hadley,MA,"Springfield, MA","Springfield, MA",,5.537515545,100,,1.8218,238700,0.25199496,8.648156577,0.048202765,,0.052496329,0.020979021,64.5
Zip,1077,Southwick,MA,"Springfield, MA","Springfield, MA",,2.367002902,100,,4.8355,249200,-0.16025641,6.678082192,0.049967897,,0.059010152,0.053763441,71
Zip,1080,Palmer,MA,"Springfield, MA","Springfield, MA",,0.348210584,100,,43.9561,,,,,,0.082969432,0.157894737,71
Zip,1081,Wales,MA,"Springfield, MA","Springfield, MA",,8.666574547,,,,206700,0.632911392,9.480932203,0.063043058,,0.066964286,0,71
Zip,1082,Ware,MA,"Springfield, MA","Springfield, MA",,2.011883377,87.5,,17.5213,188600,0.319148936,8.891454965,0.075307529,,0.098168498,0.141791045,74
Zip,1083,Warren,MA,"Worcester, MA","Worcester, MA-CT",,1.192483073,100,,14.57,199400,-0.150225338,4.452592981,0.095110331,,0.105058366,0.074074074,68
Zip,1085,Westfield,MA,"Springfield, MA","Springfield, MA",,2.383584358,90.48,7.1349,3.9103,253300,0.237435694,4.712691195,0.068464272,,0.057281759,0.092250923,71
Zip,1089,West Springfield,MA,"Springfield, MA","Springfield, MA",,4.19856294,100,,2.7905,218900,0.228937729,7.461953854,0.063777981,,0.072807018,0.048192771,65
Zip,1092,Warren,MA,"Worcester, MA","Worcester, MA-CT",,5.957579107,,,,195300,0.205233453,4.71849866,0.102754736,,0.091743119,0,68
Zip,1095,Wilbraham,MA,"Springfield, MA","Springfield, MA",,3.676937958,77.78,,4.0561,290800,0.206753963,5.591866376,0.058308116,,0.058220582,0.056338028,85
Zip,1096,Williamsburg,MA,"Springfield, MA","Springfield, MA",,3.349454194,100,,44.5633,253500,-0.196850394,5.186721992,0.05564497,,0.045901639,0,74
Zip,1098,Worthington,MA,"Springfield, MA","Springfield, MA",,2.142462346,100,,,248100,-0.680544436,8.768084174,0.039794438,,0.056497175,0.1,74
Zip,1104,Springfield,MA,"Springfield, MA","Springfield, MA",,4.737460274,100,,6.6337,140800,0.715307582,11.74603175,0.091683239,,0.106410256,0.136546185,70
Zip,1106,Longmeadow,MA,"Springfield, MA","Springfield, MA",,3.281055686,71.43,,6.3563,347900,0.317185698,5.264750378,0.059715435,,0.056872038,0.025641026,74
Zip,1107,Springfield,MA,"Springfield, MA","Springfield, MA",,3.651374879,66.67,,,147600,0.819672131,11.31221719,0.080108401,,0.124324324,0.086956522,69
Zip,1108,Springfield,MA,"Springfield, MA","Springfield, MA",,2.390493298,77.78,,5.6744,157300,0,10.77464789,0.067520661,,0.12390925,0.089201878,88
Zip,1109,Springfield,MA,"Springfield, MA","Springfield, MA",,2.074063839,100,,23.0159,129200,0.232738557,7.846410684,0.084040248,,0.119945479,0.143939394,76
Zip,1118,Springfield,MA,"Springfield, MA","Springfield, MA",,3.250656349,100,,3.6798,174000,0.288184438,8.954289292,0.068465517,,0.087994034,0.06779661,62
Zip,1119,Springfield,MA,"Springfield, MA","Springfield, MA",,2.739394777,100,,6.5582,162500,0.308641975,8.550434202,0.071944615,,0.098369011,0.119170984,69
Zip,1128,Springfield,MA,"Springfield, MA","Springfield, MA",,2.802957026,100,,6.3052,187000,0.160685592,7.040641099,0.07415508,,0.069354839,0.093023256,69
Zip,1129,Springfield,MA,"Springfield, MA","Springfield, MA",,3.13044079,100,,6.6062,174900,0.401836969,6.711409396,0.07621498,,0.07254623,0.137254902,69
Zip,1151,Springfield,MA,"Springfield, MA","Springfield, MA",,2.506563493,66.67,,19.1142,140400,2.034883721,8.416988417,0.102065527,,0.130645161,0.098765432,69
Zip,1201,Pittsfield,MA,"Pittsfield, MA","Pittsfield, MA",,1.840541661,80.95,,5.1865,161400,0.68621335,4.129032258,0.013934325,,0.095075016,0.039451115,81
Zip,1220,Adams,MA,"Pittsfield, MA","Pittsfield, MA",,1.581456405,66.67,,,138800,0.872093023,3.892215569,0.02065562,,0.115451389,0.060150376,101
Zip,1223,Becket,MA,"Pittsfield, MA","Pittsfield, MA",,5.093961586,100,,,214300,1.999048072,3.028846154,0.048870742,,0.090909091,0.057142857,101
Zip,1225,Cheshire,MA,"Pittsfield, MA","Pittsfield, MA",,2.132098936,100,,58.4795,201100,0.349301397,8.11827957,-0.003804078,,0.084710744,0.048780488,101
Zip,1226,Dalton,MA,"Pittsfield, MA","Pittsfield, MA",,0.699184745,,,,184100,0.054347826,3.95256917,-0.000803911,,0.089673913,0.080808081,101
Zip,1230,Great Barrington,MA,"Pittsfield, MA","Pittsfield, MA",,6.179356087,66.67,,,372100,2.057048821,15.09433962,0.026328944,,0.050306748,0.024390244,107
Zip,1235,Hinsdale,MA,"Pittsfield, MA","Pittsfield, MA",,3.901478513,100,,,206100,0,6.346749226,-0.002974284,,0.080275229,0,101
Zip,1238,Lee,MA,"Pittsfield, MA","Pittsfield, MA",,4.296669891,100,,,242600,0.747508306,5.067128627,0.021286068,,0.088285229,0.038461538,101
Zip,1240,Lenox,MA,"Pittsfield, MA","Pittsfield, MA",,6.005941689,83.33,,,335400,0.089525515,11.42857143,0.012728086,,0.053667263,0,101
Zip,1247,North Adams,MA,"Pittsfield, MA","Pittsfield, MA",,0.549260743,50,,,135500,0.221893491,7.710651828,-0.011520295,,0.120051086,0.042553191,91
Zip,1254,Richmond,MA,"Pittsfield, MA","Pittsfield, MA",,8.869697388,100,,,374900,0.644295302,16.42857143,0.023168845,,0.059782609,0,101
Zip,1255,Sandisfield,MA,"Pittsfield, MA","Pittsfield, MA",,3.714937129,100,,,253800,-0.118063754,2.794653706,0.044338061,,0.097222222,0,101
Zip,1257,Sheffield,MA,"Pittsfield, MA","Pittsfield, MA",,9.222053337,100,,,291200,2.752293578,17.37202741,0.003808379,,0.053254438,0,101
Zip,1262,Stockbridge,MA,"Pittsfield, MA","Pittsfield, MA",,4.392013265,100,,,412200,0.048543689,6.62183135,-0.014856866,,0.0703125,0,101
Zip,1266,West Stockbridge,MA,"Pittsfield, MA","Pittsfield, MA",,7.002210861,75,,,411900,1.353346457,4.199342272,0.0498252,,0.069230769,0,101
Zip,1267,Williamstown,MA,"Pittsfield, MA","Pittsfield, MA",,7.819538483,100,,,287700,0.594405594,12.2074883,0.025995829,,0.068923821,0.01754386,101
Zip,1270,Windsor,MA,"Pittsfield, MA","Pittsfield, MA",,5.964488048,,,,209000,0.432484383,16.56441718,-0.02,,0.142857143,0,101
Zip,1301,Greenfield,MA,"Greenfield Town, MA","Greenfield Town, MA",,3.507668924,100,,,190200,-0.052548607,0.422386484,0.163659306,,0.038272816,0.076923077,87
Zip,1330,Ashfield,MA,"Greenfield Town, MA","Greenfield Town, MA",,6.523421307,100,,,262800,0.038066235,2.696365768,0.118869863,,0.044198895,0,87
Zip,1331,Athol,MA,"Worcester, MA","Worcester, MA-CT",,2.120353738,87.5,,9.4972,160900,0.249221184,10.88904204,0.136799254,,0.109013686,0.181818182,74
Zip,1337,Bernardston,MA,"Greenfield Town, MA","Greenfield Town, MA",,2.477545944,100,,13.8735,221000,-0.045228403,1.376146789,0.14180543,,0.037433155,0.071428571,87
Zip,1338,Ashfield,MA,"Greenfield Town, MA","Greenfield Town, MA",,8.701119248,100,,,221900,0.634920635,3.44988345,0.135930599,,0.028985507,0,87
Zip,1339,Charlemont,MA,"Greenfield Town, MA","Greenfield Town, MA",,7.694486666,,,,194700,0.309119011,0.933125972,0.167473035,,0.039215686,0,87
Zip,1340,Colrain,MA,"Greenfield Town, MA","Greenfield Town, MA",,4.449357469,100,,,183300,-0.054525627,-1.345532831,0.167206765,,0.081730769,0,87
Zip,1341,Conway,MA,"Greenfield Town, MA","Greenfield Town, MA",,4.494956474,100,,,282200,-0.317908866,-0.388280974,0.106346563,,0.061818182,0,87
Zip,1344,Erving,MA,"Greenfield Town, MA","Greenfield Town, MA",,1.39146055,,,40,185000,0,0.054083288,0.174183784,,0.059760956,0.066666667,87
Zip,1351,Montague,MA,"Greenfield Town, MA","Greenfield Town, MA",,2.400165815,66.67,,,237900,0,2.720207254,0.126010929,,0.030487805,0.1,87
Zip,1354,Gill,MA,"Greenfield Town, MA","Greenfield Town, MA",,3.552577035,0,,,216000,-0.138696255,-0.598251266,0.142523148,,0.044776119,0,87
Zip,1360,Northfield,MA,"Greenfield Town, MA","Greenfield Town, MA",,2.917645433,100,,38.7597,221800,0.180668473,1.743119266,0.147691614,,0.042857143,0.055555556,87
Zip,1364,Orange,MA,"Greenfield Town, MA","Greenfield Town, MA",,1.088848971,100,,13.4594,151400,0.464499005,3.485987697,,,0.082945014,0.078651685,87
Zip,1366,Petersham,MA,"Worcester, MA","Worcester, MA-CT",,8.704573718,,,131.5789,264100,0.801526718,8.683127572,0.104267323,,0.027322404,0,68
Zip,1368,Royalston,MA,"Worcester, MA","Worcester, MA-CT",,4.340196214,,,94.3396,209300,0.287494011,12.28540773,0.116368849,,0.060301508,0.25,68
Zip,1370,Shelburne,MA,"Greenfield Town, MA","Greenfield Town, MA",,4.861130303,100,,,252300,-0.079207921,6.231578947,0.12798256,,0.036423841,0.090909091,87
Zip,1373,South Deerfield,MA,"Greenfield Town, MA","Greenfield Town, MA",,2.720049744,66.67,,,272900,-0.073233248,2.248032971,0.111132283,,0.034375,0.045454545,87
Zip,1375,Sunderland,MA,"Greenfield Town, MA","Greenfield Town, MA",,7.386347934,100,,,300800,0.300100033,1.245371929,0.107666223,,0.029411765,0,87
Zip,1376,Turners Falls,MA,"Greenfield Town, MA","Greenfield Town, MA",,4.238634793,100,,,185300,0.05399568,1.14628821,0.166627091,,0.034552846,0.058823529,87
Zip,1420,Fitchburg,MA,"Worcester, MA","Worcester, MA-CT",,3.984385795,100,,10.2298,198700,0.607594937,9.476584022,0.114635128,,0.082135023,0.127596439,63
Zip,1430,Ashburnham,MA,"Worcester, MA","Worcester, MA-CT",,5.879508083,100,,,246000,0.572363042,9.284762328,0.091943089,,0.082236842,0.11,68
Zip,1431,Ashby,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,6.991156557,,,,268700,0.712143928,2.557251908,0.119203573,,0.043630017,0.12,61
Zip,1432,Ayer,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,7.71935885,33.33,,,315800,0.959079284,9.424809425,0.161516783,,0.045238095,0.070175439,61
Zip,1440,Gardner,MA,"Worcester, MA","Worcester, MA-CT",,2.805029708,87.5,,11.4897,187000,0.645855759,8.468677494,0.127368984,,0.086419753,0.09047619,58
Zip,1450,Groton,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,6.418405417,88.89,,,463500,0.237889273,4.227569148,0.079756203,,0.042712226,0.025,61
Zip,1452,Hubbardston,MA,"Worcester, MA","Worcester, MA-CT",,4.568191239,100,,14.9725,271000,0.444773907,6.608969315,0.098287823,,0.042067308,0.085714286,68
Zip,1453,Leominster,MA,"Worcester, MA","Worcester, MA-CT",,5.439408595,80,,5.2854,251300,0.399520575,6.890684815,0.097807402,,0.054452837,0.070967742,73.5
Zip,1460,Littleton,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,8.396434987,100,,,467500,0.343421335,6.75953414,0.079989305,,0.028202115,0,67
Zip,1462,Lunenburg,MA,"Worcester, MA","Worcester, MA-CT",,4.062456819,100,,4.3514,307100,-0.130081301,10.11115095,0.05735591,,0.042402827,0.071428571,68
Zip,1463,Pepperell,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,7.933535996,66.67,,,342100,0.352009387,7.308657465,0.100061386,,0.041088855,0.0125,61
Zip,1464,Shirley,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,6.908940169,66.67,,,329100,0.457875458,8.043335522,0.106757824,,0.042060988,0.05,61
Zip,1468,Templeton,MA,"Worcester, MA","Worcester, MA-CT",,6.032195661,100,,93.4579,209300,0.86746988,10.2739726,0.121098901,,0.054114994,0.083333333,68
Zip,1469,Townsend,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,7.833356363,100,,,284300,0.601556971,6.359895249,0.10959198,,0.036416606,0.1,61
Zip,1473,Westminster,MA,"Worcester, MA","Worcester, MA-CT",,3.456542766,81.82,,13.6407,280000,0.610851599,7.279693487,0.086157143,,0.05942623,0.103448276,68
Zip,1474,Townsend,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,6.014232417,100,,,289200,0.034590107,5.43200875,0.102302905,,0.03649635,0.066666667,61
Zip,1475,Winchendon,MA,"Worcester, MA","Worcester, MA-CT",,5.991432914,100,,,205700,0.194836824,11.49051491,0.106421974,,0.060841424,0.117021277,68
Zip,1501,Auburn,MA,"Worcester, MA","Worcester, MA-CT",,6.464695316,93.75,,,265900,0.301772916,8.397880147,0.084832644,,0.052390308,0.08125,66
Zip,1503,Berlin,MA,"Worcester, MA","Worcester, MA-CT",,4.84869421,,,,406600,-0.245338567,3.460559796,0.047791441,,0.024291498,0,68
Zip,1504,Blackstone,MA,"Worcester, MA","Worcester, MA-CT",,4.075583805,100,,,281300,0.035561878,6.553030303,0.084095272,,0.054354944,0.108433735,68
Zip,1505,Boylston,MA,"Worcester, MA","Worcester, MA-CT",,1.855741329,100,,,362100,-0.412541254,-0.412541254,0.061419497,,0.036386449,0.103448276,68
Zip,1506,Brookfield,MA,"Worcester, MA","Worcester, MA-CT",,4.391322371,100,,64.9351,242700,0.872817955,5.797733217,0.106473012,,0.068584071,0.064516129,68
Zip,1507,Charlton,MA,"Worcester, MA","Worcester, MA-CT",,4.00234904,100,,5.6706,308300,0.032446463,10.18584703,0.069017191,,0.055830707,0.080645161,68
Zip,1510,Clinton,MA,"Worcester, MA","Worcester, MA-CT",,4.52535581,100,,8.0581,271100,0.295967444,11.01556102,0.077561785,,0.064779532,0.033613445,63
Zip,1515,East Brookfield,MA,"Worcester, MA","Worcester, MA-CT",,5.131269863,,,35.9737,245500,0.408997955,10.38669065,0.096272912,,0.061728395,0.05,68
Zip,1516,Douglas,MA,"Worcester, MA","Worcester, MA-CT",,4.42379439,100,,13.7772,327400,0.429447853,8.303010255,0.06760843,,0.042956412,0.088235294,68
Zip,1518,Fiskdale,MA,"Worcester, MA","Worcester, MA-CT",,3.375708166,75,,,307800,0,3.706199461,0.081871345,,0.081237911,0,68
Zip,1519,Grafton,MA,"Worcester, MA","Worcester, MA-CT",,2.018101423,83.33,,12.4844,408200,0.098087298,6.053520395,0.052947085,,0.032950192,0.093023256,69
Zip,1520,Holden,MA,"Worcester, MA","Worcester, MA-CT",,8.578140113,100,,,316500,0.796178344,8.242134063,0.078805687,,0.042027591,0.061068702,71
Zip,1521,Holland,MA,"Springfield, MA","Springfield, MA",,2.438164985,100,,6.661,212300,0.141509434,11.21005762,0.052275082,,0.099811676,0.075471698,71
Zip,1522,Holden,MA,"Worcester, MA","Worcester, MA-CT",,6.842614343,50,,,311900,0.032071841,7.998614958,0.067223469,,0.033333333,0,71
Zip,1523,Lancaster,MA,"Worcester, MA","Worcester, MA-CT",,2.248860025,100,,10.2746,330600,-0.211288862,1.100917431,0.05592559,,0.053171642,0.01754386,68
Zip,1524,Leicester,MA,"Worcester, MA","Worcester, MA-CT",,4.00580351,100,,17.2102,249100,0.524616626,4.182350481,0.09582497,,0.057142857,0.045454545,68
Zip,1527,Millbury,MA,"Worcester, MA","Worcester, MA-CT",,6.547602598,100,,4.3903,286500,0.420609884,7.464366092,0.082701571,,0.057892133,0.094017094,71.5
Zip,1529,Millville,MA,"Worcester, MA","Worcester, MA-CT",,2.514163327,100,,,297800,-0.134138162,2.371949123,0.079395567,,0.052447552,0.1,68
Zip,1532,Northborough,MA,"Worcester, MA","Worcester, MA-CT",,7.734558519,81.82,,,433000,0.440733009,6.179499755,0.056256351,,0.035011802,0,71
Zip,1534,Northbridge,MA,"Worcester, MA","Worcester, MA-CT",,4.701533785,100,,,351500,0.256702795,5.618990385,0.073177809,,0.039510818,0.119047619,68
Zip,1535,North Brookfield,MA,"Worcester, MA","Worcester, MA-CT",,4.264888766,100,,,223700,0.044722719,10.68777833,0.098824318,,0.088555858,0.138461538,68
Zip,1536,Grafton,MA,"Worcester, MA","Worcester, MA-CT",,3.621666436,50,,,333800,0.150015002,5.733291099,0.070982624,,0.034139403,0.041666667,69
Zip,1537,Oxford,MA,"Worcester, MA","Worcester, MA-CT",,3.205748238,100,,44.2645,212600,0.094161959,9.137577002,0.101561618,,0.078431373,0.0625,68
Zip,1540,Oxford,MA,"Worcester, MA","Worcester, MA-CT",,4.050020727,85.71,,,243200,0.247320692,6.108202443,0.088166118,,0.052683407,0.08411215,68
Zip,1541,Princeton,MA,"Worcester, MA","Worcester, MA-CT",,5.346137902,100,,,364200,-0.054884742,3.52472996,0.063421197,,0.049235993,0,68
Zip,1542,Leicester,MA,"Worcester, MA","Worcester, MA-CT",,4.779604809,100,,,264300,0.417933131,5.508982036,0.094245176,,0.06557377,0.1,68
Zip,1545,Shrewsbury,MA,"Worcester, MA","Worcester, MA-CT",,4.782368385,100,,,415600,0.120452903,2.062868369,0.056477382,,0.038909808,0.023041475,61.5
Zip,1550,Southbridge,MA,"Worcester, MA","Worcester, MA-CT",,3.814425867,,,,199000,0.302419355,9.100877193,0.11639196,,0.081381011,0.204545455,72
Zip,1560,Grafton,MA,"Worcester, MA","Worcester, MA-CT",,2.769794114,50,,,364300,0.082417582,3.582598806,0.069799616,,0.056786704,0.024390244,69
Zip,1562,Spencer,MA,"Worcester, MA","Worcester, MA-CT",,4.056238773,100,,,242400,0.248138958,6.643202816,0.09349835,,0.083028083,0.088235294,68
Zip,1564,Sterling,MA,"Worcester, MA","Worcester, MA-CT",,4.465938925,50,,,343300,0.029137529,8.673630896,0.062158462,,0.058498024,0.013513514,68
Zip,1566,Sturbridge,MA,"Worcester, MA","Worcester, MA-CT",,5.207268205,100,,,278400,0.324324324,7.906976744,0.084464799,,0.062972292,0.12,68
Zip,1568,Upton,MA,"Worcester, MA","Worcester, MA-CT",,6.56003869,100,,,445100,0.02247191,6.764212041,0.056688385,,0.046598322,0,68
Zip,1569,Uxbridge,MA,"Worcester, MA","Worcester, MA-CT",,1.854359541,66.67,,17.7037,311100,0,4.50117568,0.082201864,,0.032270916,0.086419753,72
Zip,1570,Webster,MA,"Worcester, MA","Worcester, MA-CT",,1.175901617,87.5,,6.3313,,,,,,0.06828812,0.054794521,68
Zip,1571,Dudley,MA,"Worcester, MA","Worcester, MA-CT",,4.041729999,83.33,,9.2155,263200,0.419687142,7.209775967,0.092237842,,0.051282051,0.054347826,68
Zip,1581,Westborough,MA,"Worcester, MA","Worcester, MA-CT",,5.106397679,100,,,471100,-0.169527442,2.636165577,0.033103375,,0.030258303,0.012195122,70
Zip,1583,West Boylston,MA,"Worcester, MA","Worcester, MA-CT",,6.457095482,100,,,299400,-0.066755674,7.273378717,0.073547094,,0.043964828,0.018181818,68
Zip,1585,West Brookfield,MA,"Worcester, MA","Worcester, MA-CT",,5.797291695,,,14.0845,235800,0.769230769,10.08403361,0.115941476,,0.086642599,0.041666667,68
Zip,1588,Whitinsville,MA,"Worcester, MA","Worcester, MA-CT",,5.335083598,77.78,,,292400,0.446581931,10.75757576,0.075841313,,0.057615894,0.08045977,68
Zip,1590,Sutton,MA,"Worcester, MA","Worcester, MA-CT",,2.784993782,87.5,,18.7935,372400,0.35030989,5.46587369,0.067749731,,0.048615385,0.063291139,68
Zip,1602,Worcester,MA,"Worcester, MA","Worcester, MA-CT",,2.064391322,85.71,,8.5888,250000,0.040016006,8.837614279,0.079476,,0.070543375,0.058558559,61
Zip,1603,Worcester,MA,"Worcester, MA","Worcester, MA-CT",,2.489291143,50,,17.1885,210400,1.056676273,14.84716157,0.11638308,,0.127648017,0.068085106,58
Zip,1604,Worcester,MA,"Worcester, MA","Worcester, MA-CT",,1.880613514,71.43,,8.4156,221500,0.317028986,7.160135462,0.103088036,,0.113557723,0.085872576,64
Zip,1605,Worcester,MA,"Worcester, MA","Worcester, MA-CT",,2.784302888,100,,36.937,240900,0.458715596,10.5553006,0.099265255,,0.101141925,0.064516129,56
Zip,1606,Worcester,MA,"Worcester, MA","Worcester, MA-CT",,4.034821058,100,,7.8376,241700,0.498960499,8.385650224,0.09858916,,0.058634021,0.120879121,57
Zip,1607,Worcester,MA,"Worcester, MA","Worcester, MA-CT",,0.853945005,50,,27.4041,209500,0.23923445,10.14721346,0.10671599,,0.140825036,0.080808081,60
Zip,1609,Worcester,MA,"Worcester, MA","Worcester, MA-CT",,1.066049468,100,,15.1628,306900,0.13050571,5.754651964,0.071541219,,0.103474903,0.067164179,60
Zip,1610,Worcester,MA,"Worcester, MA","Worcester, MA-CT",,3.416470913,100,,,167800,0.298864316,10.75907591,0.119958284,,0.214854111,0.049382716,60
Zip,1611,Leicester,MA,"Worcester, MA","Worcester, MA-CT",,6.497167335,100,,,225400,0.490414623,9.046927915,0.102923691,,0.063291139,0.1,68
Zip,1612,Paxton,MA,"Worcester, MA","Worcester, MA-CT",,3.558104187,100,,15.6648,320200,0.187734668,7.666442502,0.074931293,,0.051703878,0.068181818,68
Zip,1701,Framingham,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,8.582976371,89.47,,2.4073,448800,0.268096515,4.542278127,0.091535205,,0.035430666,0.005747126,56
Zip,1702,Framingham,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,2.422965317,87.5,,9.0662,,,,,,0.075583864,0.050561798,62
Zip,1720,Acton,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,7.215697112,88.24,,,579400,0.069084629,4.227379025,0.070098378,,0.040436286,0.013157895,71
Zip,1721,Ashland,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,3.21127539,100,,5.4915,,,,,,0.039051604,0.044642857,58
Zip,1730,Bedford,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,4.050711621,100,,,688800,-0.217296827,3.036649215,0.062035424,,0.028601144,0,56
Zip,1740,Bolton,MA,"Worcester, MA","Worcester, MA-CT",,8.290037308,100,,,546700,0.330335841,7.28021978,0.065229559,,0.03248731,0,68
Zip,1741,Carlisle,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,4.083874534,75,,,790300,-0.101125016,3.078127038,0.036538024,,0.024875622,0,61
Zip,1742,Concord,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,7.671687163,90,,,925600,0.292556073,6.025200458,0.063035869,,0.026180458,0.017857143,65.5
Zip,1746,Holliston,MA,"Boston, MA","Boston-Cambridge-Newton, MA-NH",,6.878540832,100,,4.914,451600,0.133037694,6.45921735,0.088157662,,0.032467532,0.022222222,68
